ID,Police Station,Destination,Address,Phone,Latitude,Longitude,District,Province
2344,Police Station Kaski,Chipledhunga,"Pokhara, Nepal",,28.2100,83.9900,Kaski,Gandaki
2345,Police Station Tanahun,Bandipur,"Tanahun, Nepal",,27.9300,84.4200,Tanahun,Gandaki
2346,Police Station Tanahun,Aanbukhaireni,"Tanahun, Nepal",,27.9200,84.5500,Tanahun,Gandaki
2347,Police Station Gorkha,Arughat,"Gorkha, Nepal",,28.0300,84.8000,Gorkha,Gandaki
2348,Police Station Lamjung,Bhujung,"Lamjung, Nepal",,28.2500,84.1500,Lamjung,Gandaki
2349,Police Station Myagdi,Galeshwor,"Myagdi, Nepal",,28.3800,83.6000,Myagdi,Gandaki
2350,Police Station Mustang,Korala,"Mustang, Nepal",,29.1000,83.9000,Mustang,Gandaki
2351,Police Station Manang,Manang Bazaar,"Manang, Nepal",,28.6700,84.0200,Manang,Gandaki
2352,Police Station Baglung,Galkot,"Baglung, Nepal",,28.3500,83.4000,Baglung,Gandaki
2353,Police Station Parbat,Modi,"Parbat, Nepal",,28.2500,83.7000,Parbat,Gandaki
2354,Police Station Syangja,Arjunchaupari,"Syangja, Nepal",,28.0500,83.8500,Syangja,Gandaki
2355,Police Station Nawalpur,Madhyabindu,"Nawalpur, Nepal",,27.7000,84.1000,Nawalpur,Gandaki
2356,Police Station Palpa,Rambha,"Palpa, Nepal",,27.9000,83.7000,Palpa,Lumbini
2357,Police Station Gulmi,Musikot,"Gulmi, Nepal",,28.1500,83.0000,Gulmi,Lumbini
2358,Police Station Arghakhanchi,Bhumikasthan,"Arghakhanchi, Nepal",,28.0000,83.1200,Arghakhanchi,Lumbini
2359,Police Station Kapilvastu,Banganga,"Kapilvastu, Nepal",,27.6000,83.1000,Kapilvastu,Lumbini
2360,Police Station Rupandehi,Devdaha,"Rupandehi, Nepal",,27.6500,83.5600,Rupandehi,Lumbini
2361,Police Station Banke,Raptisonari,"Banke, Nepal",,28.0000,81.8000,Banke,Lumbini
2362,Police Station Dang,Ghorahi,"Dang, Nepal",,28.0300,82.4800,Dang,Lumbini
2363,Police Station Bardiya,Thakurbaba,"Bardiya, Nepal",,28.2500,81.3500,Bardiya,Lumbini
2364,Police Station Kailali,Lamkichuha,"Kailali, Nepal",,28.6500,81.1500,Kailali,Sudurpashchim
2365,Police Station Kanchanpur,Punarbas,"Kanchanpur, Nepal",,28.8500,80.6000,Kanchanpur,Sudurpashchim
2366,Police Station Dadeldhura,Jorayal,"Dadeldhura, Nepal",,29.2000,80.6500,Dadeldhura,Sudurpashchim
2367,Police Station Baitadi,Melauli,"Baitadi, Nepal",,29.4500,80.5500,Baitadi,Sudurpashchim
2368,Police Station Darchula,Lipulekh Route,"Darchula, Nepal",,29.9500,80.5500,Darchula,Sudurpashchim
2369,Police Station Bajhang,Mela,"Bajhang, Nepal",,29.6000,81.2000,Bajhang,Sudurpashchim
2370,Police Station Bajura,Budhinanda,"Bajura, Nepal",,29.5500,81.5500,Bajura,Sudurpashchim
2371,Police Station Achham,Kamalbazar,"Achham, Nepal",,29.0500,81.3500,Achham,Sudurpashchim
2372,Police Station Surkhet,Chhinchu,"Surkhet, Nepal",,28.6000,81.6000,Surkhet,Karnali
2373,Police Station Dailekh,Dullu,"Dailekh, Nepal",,28.8300,81.7200,Dailekh,Karnali
2374,Police Station Jajarkot,Nalgaad,"Jajarkot, Nepal",,28.7000,82.3000,Jajarkot,Karnali
2375,Police Station Jumla,Tila,"Jumla, Nepal",,29.3000,82.2000,Jumla,Karnali
2376,Police Station Kalikot,Pachaljharana,"Kalikot, Nepal",,29.1000,81.6000,Kalikot,Karnali
2377,Police Station Mugu,Khatyad,"Mugu, Nepal",,29.7000,82.1000,Mugu,Karnali
2378,Police Station Dolpa,Tripurakot,"Dolpa, Nepal",,29.0000,82.8000,Dolpa,Karnali
2379,Police Station Jhapa,Mechinagar,"Jhapa, Nepal",,26.6500,88.1500,Jhapa,Koshi
2380,Police Station Morang,Damak Road Area,"Morang, Nepal",,26.5000,87.6300,Morang,Koshi
2381,Police Station Sunsari,Dharan,"Sunsari, Nepal",,26.8100,87.2800,Sunsari,Koshi
2382,Police Station Ilam,Phikkal,"Ilam, Nepal",,26.8900,88.0800,Ilam,Koshi
2383,Police Station Panchthar,Yangwarak,"Panchthar, Nepal",,27.1500,87.7500,Panchthar,Koshi
2384,Police Station Taplejung,Thechambu,"Taplejung, Nepal",,27.3500,87.6700,Taplejung,Koshi
2385,Police Station Khotang,Aiselukharka,"Khotang, Nepal",,27.3000,86.8000,Khotang,Koshi
2386,Police Station Solukhumbu,Namche,"Solukhumbu, Nepal",,27.8000,86.7200,Solukhumbu,Koshi
2387,Police Station Udayapur,Triyuga,"Udayapur, Nepal",,26.8000,86.7000,Udayapur,Koshi
2388,Police Station Saptari,Bodebarsain,"Saptari, Nepal",,26.6000,86.7000,Saptari,Madhesh
2389,Police Station Siraha,Dhangadhimai,"Siraha, Nepal",,26.7000,86.3000,Siraha,Madhesh
2390,Police Station Dhanusha,Sabaila,"Dhanusha, Nepal",,26.8000,85.9000,Dhanusha,Madhesh
2391,Police Station Mahottari,Gaushala,"Mahottari, Nepal",,26.9500,85.8000,Mahottari,Madhesh
2392,Police Station Sarlahi,Haripur,"Sarlahi, Nepal",,26.9500,85.5500,Sarlahi,Madhesh
2393,Police Station Rautahat,Garuda,"Rautahat, Nepal",,26.9800,85.2500,Rautahat,Madhesh
2394,Police Station Bara,Nijgadh,"Bara, Nepal",,27.1900,85.1500,Bara,Madhesh
2395,Police Station Parsa,Pokhariya,"Parsa, Nepal",,27.0500,84.7000,Parsa,Madhesh
2396,Police Station Kathmandu,Kathmandu Metropolitan,"Kathmandu, Nepal",,27.7172,85.3240,Kathmandu,Bagmati
2397,Police Station Pokhara,Mahendrapul,"Kaski, Nepal",,28.2200,83.9900,Kaski,Gandaki
2398,Police Station Biratnagar,Main Road,"Morang, Nepal",,26.4500,87.2700,Morang,Koshi
2399,Police Station Janakpur,Shiv Chowk,"Dhanusha, Nepal",,26.7300,85.9200,Dhanusha,Madhesh
2400,Police Station Bharatpur,Hakim Chowk,"Chitwan, Nepal",,27.6800,84.4300,Chitwan,Bagmati
ID,Police Station,Destination,Address,Phone,Latitude,Longitude,District,Province
2401,Police Station Kathmandu,New Baneshwor,"Kathmandu, Nepal",,27.6900,85.3420,Kathmandu,Bagmati
2402,Police Station Kathmandu,Old Baneshwor,"Kathmandu, Nepal",,27.6950,85.3400,Kathmandu,Bagmati
2403,Police Station Kathmandu,Sinamangal,"Kathmandu, Nepal",,27.6950,85.3550,Kathmandu,Bagmati
2404,Police Station Kathmandu,Gaushala,"Kathmandu, Nepal",,27.7100,85.3500,Kathmandu,Bagmati
2405,Police Station Kathmandu,Pashupati Area,"Kathmandu, Nepal",,27.7100,85.3500,Kathmandu,Bagmati
2406,Police Station Kathmandu,Maitidevi,"Kathmandu, Nepal",,27.7050,85.3300,Kathmandu,Bagmati
2407,Police Station Kathmandu,Dillibazar,"Kathmandu, Nepal",,27.7100,85.3250,Kathmandu,Bagmati
2408,Police Station Kathmandu,Putalisadak,"Kathmandu, Nepal",,27.7050,85.3200,Kathmandu,Bagmati
2409,Police Station Kathmandu,Kamaladi,"Kathmandu, Nepal",,27.7050,85.3150,Kathmandu,Bagmati
2410,Police Station Kathmandu,Thapathali,"Kathmandu, Nepal",,27.6950,85.3150,Kathmandu,Bagmati
2411,Police Station Lalitpur,Sanepa,"Lalitpur, Nepal",,27.6850,85.3050,Lalitpur,Bagmati
2412,Police Station Lalitpur,Jhamsikhel,"Lalitpur, Nepal",,27.6900,85.3000,Lalitpur,Bagmati
2413,Police Station Lalitpur,Kupandole,"Lalitpur, Nepal",,27.6900,85.3150,Lalitpur,Bagmati
2414,Police Station Lalitpur,Mangalbazar,"Lalitpur, Nepal",,27.6700,85.3250,Lalitpur,Bagmati
2415,Police Station Lalitpur,Patan Durbar,"Lalitpur, Nepal",,27.6730,85.3250,Lalitpur,Bagmati
2416,Police Station Bhaktapur,Bode,"Bhaktapur, Nepal",,27.6800,85.3900,Bhaktapur,Bagmati
2417,Police Station Bhaktapur,Thimi,"Bhaktapur, Nepal",,27.6800,85.3870,Bhaktapur,Bagmati
2418,Police Station Bhaktapur,Duwakot,"Bhaktapur, Nepal",,27.7000,85.4200,Bhaktapur,Bagmati
2419,Police Station Bhaktapur,Kausaltar,"Bhaktapur, Nepal",,27.6750,85.4000,Bhaktapur,Bagmati
2420,Police Station Kavre,Dhulikhel,"Kavrepalanchok, Nepal",,27.6200,85.5400,Kavrepalanchok,Bagmati
2421,Police Station Kavre,Banepa,"Kavrepalanchok, Nepal",,27.6300,85.5200,Kavrepalanchok,Bagmati
2422,Police Station Kavre,Panauti,"Kavrepalanchok, Nepal",,27.5800,85.5100,Kavrepalanchok,Bagmati
2423,Police Station Kavre,Namobuddha,"Kavrepalanchok, Nepal",,27.5700,85.6000,Kavrepalanchok,Bagmati
2424,Police Station Sindhupalchok,Chautara,"Sindhupalchok, Nepal",,27.7800,85.7100,Sindhupalchok,Bagmati
2425,Police Station Sindhupalchok,Barhabise,"Sindhupalchok, Nepal",,27.7900,85.8500,Sindhupalchok,Bagmati
2426,Police Station Nuwakot,Bidur,"Nuwakot, Nepal",,27.9200,85.1600,Nuwakot,Bagmati
2427,Police Station Nuwakot,Trishuli,"Nuwakot, Nepal",,27.9000,85.1600,Nuwakot,Bagmati
2428,Police Station Rasuwa,Syabrubesi,"Rasuwa, Nepal",,28.1800,85.3800,Rasuwa,Bagmati
2429,Police Station Dhading,Dhadingbesi,"Dhading, Nepal",,27.8700,84.9200,Dhading,Bagmati
2430,Police Station Dhading,Gajuri,"Dhading, Nepal",,27.7800,84.8700,Dhading,Bagmati
2431,Police Station Makwanpur,Hetauda,"Makwanpur, Nepal",,27.4300,85.0300,Makwanpur,Bagmati
2432,Police Station Makwanpur,Palung,"Makwanpur, Nepal",,27.5600,85.1500,Makwanpur,Bagmati
2433,Police Station Chitwan,Bharatpur,"Chitwan, Nepal",,27.6800,84.4300,Chitwan,Bagmati
2434,Police Station Chitwan,Sauraha,"Chitwan, Nepal",,27.5800,84.4900,Chitwan,Bagmati
2435,Police Station Kaski,Lakeside,"Pokhara, Nepal",,28.2100,83.9600,Kaski,Gandaki
2436,Police Station Kaski,Hallanchowk,"Pokhara, Nepal",,28.2200,83.9500,Kaski,Gandaki
2437,Police Station Kaski,Prithvi Chowk,"Pokhara, Nepal",,28.2100,83.9900,Kaski,Gandaki
2438,Police Station Kaski,Mahendrapul,"Pokhara, Nepal",,28.2200,83.9900,Kaski,Gandaki
2439,Police Station Kaski,Bagar,"Pokhara, Nepal",,28.2400,83.9700,Kaski,Gandaki
2440,Police Station Kaski,Begnas,"Pokhara, Nepal",,28.1800,84.0800,Kaski,Gandaki
2441,Police Station Tanahun,Damauli,"Tanahun, Nepal",,27.9730,84.2400,Tanahun,Gandaki
2442,Police Station Tanahun,Bandipur,"Tanahun, Nepal",,27.9300,84.4200,Tanahun,Gandaki
2443,Police Station Gorkha,Gorkha Bazaar,"Gorkha, Nepal",,28.0000,84.6330,Gorkha,Gandaki
2444,Police Station Gorkha,Arughat,"Gorkha, Nepal",,28.0300,84.8000,Gorkha,Gandaki
2445,Police Station Lamjung,Besisahar,"Lamjung, Nepal",,28.2300,84.0100,Lamjung,Gandaki
2446,Police Station Myagdi,Beni,"Myagdi, Nepal",,28.3500,83.5700,Myagdi,Gandaki
2447,Police Station Mustang,Jomsom,"Mustang, Nepal",,28.7800,83.7200,Mustang,Gandaki
2448,Police Station Manang,Chame,"Manang, Nepal",,28.5500,84.2300,Manang,Gandaki
2449,Police Station Baglung,Baglung Bazaar,"Baglung, Nepal",,28.2700,83.5900,Baglung,Gandaki
2450,Police Station Parbat,Kushma,"Parbat, Nepal",,28.2200,83.6800,Parbat,Gandaki
2451,Police Station Syangja,Waling,"Syangja, Nepal",,27.9800,83.7600,Syangja,Gandaki
2452,Police Station Nawalpur,Kawasoti,"Nawalpur, Nepal",,27.6500,84.1300,Nawalpur,Gandaki
2453,Police Station Palpa,Tansen,"Palpa, Nepal",,27.8700,83.5500,Palpa,Lumbini
2454,Police Station Gulmi,Tamghas,"Gulmi, Nepal",,28.0800,83.2500,Gulmi,Lumbini
2455,Police Station Arghakhanchi,Sandhikharka,"Arghakhanchi, Nepal",,27.9500,83.1200,Arghakhanchi,Lumbini
2456,Police Station Kapilvastu,Taulihawa,"Kapilvastu, Nepal",,27.5500,83.0500,Kapilvastu,Lumbini
2457,Police Station Rupandehi,Butwal,"Rupandehi, Nepal",,27.7000,83.4500,Rupandehi,Lumbini
2458,Police Station Rupandehi,Bhairahawa,"Rupandehi, Nepal",,27.5000,83.4500,Rupandehi,Lumbini
2459,Police Station Banke,Nepalgunj,"Banke, Nepal",,28.0500,81.6200,Banke,Lumbini
2460,Police Station Dang,Ghorahi,"Dang, Nepal",,28.0300,82.4800,Dang,Lumbini
2461,Police Station Bardiya,Gulariya,"Bardiya, Nepal",,28.2300,81.3400,Bardiya,Lumbini
2462,Police Station Kailali,Dhangadhi,"Kailali, Nepal",,28.7000,80.5900,Kailali,Sudurpashchim
2463,Police Station Kanchanpur,Bhimdatta,"Kanchanpur, Nepal",,28.9600,80.1800,Kanchanpur,Sudurpashchim
2464,Police Station Dadeldhura,Dadeldhura Bazaar,"Dadeldhura, Nepal",,29.3000,80.5800,Dadeldhura,Sudurpashchim
2465,Police Station Baitadi,Dasharathchand,"Baitadi, Nepal",,29.5200,80.4300,Baitadi,Sudurpashchim
2466,Police Station Darchula,Khalanga,"Darchula, Nepal",,29.8500,80.5500,Darchula,Sudurpashchim
2467,Police Station Bajhang,Chainpur,"Bajhang, Nepal",,29.5500,81.1800,Bajhang,Sudurpashchim
2468,Police Station Bajura,Martadi,"Bajura, Nepal",,29.4200,81.4200,Bajura,Sudurpashchim
2469,Police Station Achham,Mangalsen,"Achham, Nepal",,29.1300,81.2500,Achham,Sudurpashchim
2470,Police Station Surkhet,Birendranagar,"Surkhet, Nepal",,28.6000,81.6300,Surkhet,Karnali
2471,Police Station Dailekh,Narayan,"Dailekh, Nepal",,28.8500,81.7100,Dailekh,Karnali
2472,Police Station Jajarkot,Khalanga,"Jajarkot, Nepal",,28.7000,82.1800,Jajarkot,Karnali
2473,Police Station Jumla,Chandannath,"Jumla, Nepal",,29.2700,82.1800,Jumla,Karnali
2474,Police Station Kalikot,Manma,"Kalikot, Nepal",,29.1500,81.6200,Kalikot,Karnali
2475,Police Station Mugu,Gamgadhi,"Mugu, Nepal",,29.5300,82.0900,Mugu,Karnali
2476,Police Station Dolpa,Dunai,"Dolpa, Nepal",,29.0000,82.8200,Dolpa,Karnali
2477,Police Station Jhapa,Birtamode,"Jhapa, Nepal",,26.6400,88.0000,Jhapa,Koshi
2478,Police Station Morang,Biratnagar,"Morang, Nepal",,26.4500,87.2700,Morang,Koshi
2479,Police Station Sunsari,Itahari,"Sunsari, Nepal",,26.6600,87.2700,Sunsari,Koshi
2480,Police Station Ilam,Ilam Bazaar,"Ilam, Nepal",,26.9100,87.9300,Ilam,Koshi
2481,Police Station Panchthar,Phidim,"Panchthar, Nepal",,27.1500,87.7500,Panchthar,Koshi
2482,Police Station Taplejung,Phungling,"Taplejung, Nepal",,27.3500,87.6700,Taplejung,Koshi
2483,Police Station Khotang,Diktel,"Khotang, Nepal",,27.2100,86.7900,Khotang,Koshi
2484,Police Station Solukhumbu,Salleri,"Solukhumbu, Nepal",,27.7900,86.7200,Solukhumbu,Koshi
2485,Police Station Udayapur,Gaighat,"Udayapur, Nepal",,26.8000,86.7000,Udayapur,Koshi
2486,Police Station Saptari,Rajbiraj,"Saptari, Nepal",,26.5400,86.7500,Saptari,Madhesh
2487,Police Station Siraha,Lahan,"Siraha, Nepal",,26.7200,86.4800,Siraha,Madhesh
2488,Police Station Dhanusha,Janakpur,"Dhanusha, Nepal",,26.7300,85.9200,Dhanusha,Madhesh
2489,Police Station Mahottari,Jaleshwar,"Mahottari, Nepal",,26.6500,85.8000,Mahottari,Madhesh
2490,Police Station Sarlahi,Malangwa,"Sarlahi, Nepal",,26.8600,85.5600,Sarlahi,Madhesh
2491,Police Station Rautahat,Gaur,"Rautahat, Nepal",,26.7700,85.2700,Rautahat,Madhesh
2492,Police Station Bara,Kalaiya,"Bara, Nepal",,26.9900,84.8700,Bara,Madhesh
2493,Police Station Parsa,Birgunj,"Parsa, Nepal",,27.0100,84.8800,Parsa,Madhesh
2494,Police Station Pokhara,Lakeside,"Kaski, Nepal",,28.2100,83.9600,Kaski,Gandaki
2495,Police Station Kathmandu,Ratnapark,"Kathmandu, Nepal",,27.7050,85.3150,Kathmandu,Bagmati
2496,Police Station Biratnagar,Rani,"Morang, Nepal",,26.4500,87.2700,Morang,Koshi
2497,Police Station Janakpur,Ramanand Chowk,"Dhanusha, Nepal",,26.7300,85.9200,Dhanusha,Madhesh
2498,Police Station Bharatpur,Chowk Bazaar,"Chitwan, Nepal",,27.6800,84.4300,Chitwan,Bagmati
2499,Police Station Nepalgunj,Dhamboji,"Banke, Nepal",,28.0500,81.6200,Banke,Lumbini
2500,Police Station Hetauda,Main Road,"Makwanpur, Nepal",,27.4300,85.0300,Makwanpur,Bagmati
2501,Police Station Kathmandu,Kalanki,"Kathmandu, Nepal",,27.6930,85.2800,Kathmandu,Bagmati
2502,Police Station Kathmandu,Naikap,"Kathmandu, Nepal",,27.6900,85.2500,Kathmandu,Bagmati
2503,Police Station Kathmandu,Balkhu,"Kathmandu, Nepal",,27.6850,85.3000,Kathmandu,Bagmati
2504,Police Station Kathmandu,Kuleshwor,"Kathmandu, Nepal",,27.6900,85.3050,Kathmandu,Bagmati
2505,Police Station Kathmandu,Teku,"Kathmandu, Nepal",,27.6950,85.3100,Kathmandu,Bagmati
2506,Police Station Kathmandu,Indrachowk,"Kathmandu, Nepal",,27.7050,85.3100,Kathmandu,Bagmati
2507,Police Station Kathmandu,Ason,"Kathmandu, Nepal",,27.7080,85.3100,Kathmandu,Bagmati
2508,Police Station Kathmandu,Jamal,"Kathmandu, Nepal",,27.7100,85.3150,Kathmandu,Bagmati
2509,Police Station Kathmandu,Lainchaur,"Kathmandu, Nepal",,27.7200,85.3200,Kathmandu,Bagmati
2510,Police Station Kathmandu,Lazimpat,"Kathmandu, Nepal",,27.7200,85.3300,Kathmandu,Bagmati
2511,Police Station Lalitpur,Satdobato,"Lalitpur, Nepal",,27.6570,85.3240,Lalitpur,Bagmati
2512,Police Station Lalitpur,Dhapakhel,"Lalitpur, Nepal",,27.6300,85.3200,Lalitpur,Bagmati
2513,Police Station Lalitpur,Sainbu,"Lalitpur, Nepal",,27.6400,85.3100,Lalitpur,Bagmati
2514,Police Station Lalitpur,Bungamati,"Lalitpur, Nepal",,27.6200,85.2900,Lalitpur,Bagmati
2515,Police Station Lalitpur,Khokana,"Lalitpur, Nepal",,27.6200,85.2800,Lalitpur,Bagmati
2516,Police Station Bhaktapur,Kamala Binayak,"Bhaktapur, Nepal",,27.6800,85.4400,Bhaktapur,Bagmati
2517,Police Station Bhaktapur,Byasi,"Bhaktapur, Nepal",,27.6750,85.4300,Bhaktapur,Bagmati
2518,Police Station Bhaktapur,Bhaktapur Durbar,"Bhaktapur, Nepal",,27.6720,85.4290,Bhaktapur,Bagmati
2519,Police Station Bhaktapur,Nagarkot,"Bhaktapur, Nepal",,27.7150,85.5200,Bhaktapur,Bagmati
2520,Police Station Bhaktapur,Tathali,"Bhaktapur, Nepal",,27.6800,85.4700,Bhaktapur,Bagmati
2521,Police Station Kavre,Banepa,"Kavrepalanchok, Nepal",,27.6300,85.5200,Kavrepalanchok,Bagmati
2522,Police Station Kavre,Dhulikhel,"Kavrepalanchok, Nepal",,27.6200,85.5400,Kavrepalanchok,Bagmati
2523,Police Station Kavre,Panauti,"Kavrepalanchok, Nepal",,27.5800,85.5100,Kavrepalanchok,Bagmati
2524,Police Station Kavre,Khapasi,"Kavrepalanchok, Nepal",,27.6100,85.5400,Kavrepalanchok,Bagmati
2525,Police Station Nuwakot,Bidur,"Nuwakot, Nepal",,27.9200,85.1600,Nuwakot,Bagmati
2526,Police Station Nuwakot,Kakani,"Nuwakot, Nepal",,27.8000,85.2600,Nuwakot,Bagmati
2527,Police Station Rasuwa,Syabrubesi,"Rasuwa, Nepal",,28.1800,85.3800,Rasuwa,Bagmati
2528,Police Station Rasuwa,Dhunche,"Rasuwa, Nepal",,28.1100,85.3000,Rasuwa,Bagmati
2529,Police Station Dhading,Naubise,"Dhading, Nepal",,27.7500,85.0000,Dhading,Bagmati
2530,Police Station Dhading,Gajuri,"Dhading, Nepal",,27.7800,84.8700,Dhading,Bagmati
2531,Police Station Makwanpur,Hetauda,"Makwanpur, Nepal",,27.4300,85.0300,Makwanpur,Bagmati
2532,Police Station Makwanpur,Bhimphedi,"Makwanpur, Nepal",,27.5500,85.1500,Makwanpur,Bagmati
2533,Police Station Chitwan,Bharatpur,"Chitwan, Nepal",,27.6800,84.4300,Chitwan,Bagmati
2534,Police Station Chitwan,Muglin,"Chitwan, Nepal",,27.8200,84.5500,Chitwan,Bagmati
2535,Police Station Kaski,Lakeside,"Pokhara, Nepal",,28.2100,83.9600,Kaski,Gandaki
2536,Police Station Kaski,Zero Kilometer,"Pokhara, Nepal",,28.2300,84.0000,Kaski,Gandaki
2537,Police Station Kaski,Chipledhunga,"Pokhara, Nepal",,28.2100,83.9900,Kaski,Gandaki
2538,Police Station Kaski,Prithvi Chowk,"Pokhara, Nepal",,28.2100,83.9900,Kaski,Gandaki
2539,Police Station Kaski,Srijana Chowk,"Pokhara, Nepal",,28.2200,83.9900,Kaski,Gandaki
2540,Police Station Kaski,Amarsingh Chowk,"Pokhara, Nepal",,28.2300,84.0000,Kaski,Gandaki
2541,Police Station Tanahun,Damauli,"Tanahun, Nepal",,27.9730,84.2400,Tanahun,Gandaki
2542,Police Station Tanahun,Bandipur,"Tanahun, Nepal",,27.9300,84.4200,Tanahun,Gandaki
2543,Police Station Gorkha,Gorkha Bazaar,"Gorkha, Nepal",,28.0000,84.6330,Gorkha,Gandaki
2544,Police Station Lamjung,Besisahar,"Lamjung, Nepal",,28.2300,84.0100,Lamjung,Gandaki
2545,Police Station Myagdi,Beni,"Myagdi, Nepal",,28.3500,83.5700,Myagdi,Gandaki
2546,Police Station Mustang,Jomsom,"Mustang, Nepal",,28.7800,83.7200,Mustang,Gandaki
2547,Police Station Manang,Chame,"Manang, Nepal",,28.5500,84.2300,Manang,Gandaki
2548,Police Station Baglung,Baglung Bazaar,"Baglung, Nepal",,28.2700,83.5900,Baglung,Gandaki
2549,Police Station Parbat,Kushma,"Parbat, Nepal",,28.2200,83.6800,Parbat,Gandaki
2550,Police Station Syangja,Waling,"Syangja, Nepal",,27.9800,83.7600,Syangja,Gandaki
2551,Police Station Nawalpur,Kawasoti,"Nawalpur, Nepal",,27.6500,84.1300,Nawalpur,Gandaki
2552,Police Station Palpa,Tansen,"Palpa, Nepal",,27.8700,83.5500,Palpa,Lumbini
2553,Police Station Gulmi,Tamghas,"Gulmi, Nepal",,28.0800,83.2500,Gulmi,Lumbini
2554,Police Station Arghakhanchi,Sandhikharka,"Arghakhanchi, Nepal",,27.9500,83.1200,Arghakhanchi,Lumbini
2555,Police Station Kapilvastu,Taulihawa,"Kapilvastu, Nepal",,27.5500,83.0500,Kapilvastu,Lumbini
2556,Police Station Rupandehi,Butwal,"Rupandehi, Nepal",,27.7000,83.4500,Rupandehi,Lumbini
2557,Police Station Banke,Nepalgunj,"Banke, Nepal",,28.0500,81.6200,Banke,Lumbini
2558,Police Station Dang,Ghorahi,"Dang, Nepal",,28.0300,82.4800,Dang,Lumbini
2559,Police Station Bardiya,Gulariya,"Bardiya, Nepal",,28.2300,81.3400,Bardiya,Lumbini
2560,Police Station Kailali,Dhangadhi,"Kailali, Nepal",,28.7000,80.5900,Kailali,Sudurpashchim
2561,Police Station Kanchanpur,Bhimdatta,"Kanchanpur, Nepal",,28.9600,80.1800,Kanchanpur,Sudurpashchim
2562,Police Station Dadeldhura,Amargadhi,"Dadeldhura, Nepal",,29.3000,80.5800,Dadeldhura,Sudurpashchim
2563,Police Station Baitadi,Dasharathchand,"Baitadi, Nepal",,29.5200,80.4300,Baitadi,Sudurpashchim
2564,Police Station Darchula,Khalanga,"Darchula, Nepal",,29.8500,80.5500,Darchula,Sudurpashchim
2565,Police Station Bajhang,Chainpur,"Bajhang, Nepal",,29.5500,81.1800,Bajhang,Sudurpashchim
2566,Police Station Bajura,Martadi,"Bajura, Nepal",,29.4200,81.4200,Bajura,Sudurpashchim
2567,Police Station Achham,Mangalsen,"Achham, Nepal",,29.1300,81.2500,Achham,Sudurpashchim
2568,Police Station Surkhet,Birendranagar,"Surkhet, Nepal",,28.6000,81.6300,Surkhet,Karnali
2569,Police Station Dailekh,Narayan,"Dailekh, Nepal",,28.8500,81.7100,Dailekh,Karnali
2570,Police Station Jajarkot,Khalanga,"Jajarkot, Nepal",,28.7000,82.1800,Jajarkot,Karnali
2571,Police Station Jumla,Chandannath,"Jumla, Nepal",,29.2700,82.1800,Jumla,Karnali
2572,Police Station Kalikot,Manma,"Kalikot, Nepal",,29.1500,81.6200,Kalikot,Karnali
2573,Police Station Mugu,Gamgadhi,"Mugu, Nepal",,29.5300,82.0900,Mugu,Karnali
2574,Police Station Dolpa,Dunai,"Dolpa, Nepal",,29.0000,82.8200,Dolpa,Karnali
2575,Police Station Jhapa,Birtamode,"Jhapa, Nepal",,26.6400,88.0000,Jhapa,Koshi
2576,Police Station Morang,Biratnagar,"Morang, Nepal",,26.4500,87.2700,Morang,Koshi
2577,Police Station Sunsari,Itahari,"Sunsari, Nepal",,26.6600,87.2700,Sunsari,Koshi
2578,Police Station Ilam,Ilam Bazaar,"Ilam, Nepal",,26.9100,87.9300,Ilam,Koshi
2579,Police Station Panchthar,Phidim,"Panchthar, Nepal",,27.1500,87.7500,Panchthar,Koshi
2580,Police Station Taplejung,Phungling,"Taplejung, Nepal",,27.3500,87.6700,Taplejung,Koshi
2581,Police Station Khotang,Diktel,"Khotang, Nepal",,27.2100,86.7900,Khotang,Koshi
2582,Police Station Solukhumbu,Salleri,"Solukhumbu, Nepal",,27.7900,86.7200,Solukhumbu,Koshi
2583,Police Station Udayapur,Gaighat,"Udayapur, Nepal",,26.8000,86.7000,Udayapur,Koshi
2584,Police Station Saptari,Rajbiraj,"Saptari, Nepal",,26.5400,86.7500,Saptari,Madhesh
2585,Police Station Siraha,Lahan,"Siraha, Nepal",,26.7200,86.4800,Siraha,Madhesh
2586,Police Station Dhanusha,Janakpur,"Dhanusha, Nepal",,26.7300,85.9200,Dhanusha,Madhesh
2587,Police Station Mahottari,Jaleshwar,"Mahottari, Nepal",,26.6500,85.8000,Mahottari,Madhesh
2588,Police Station Sarlahi,Malangwa,"Sarlahi, Nepal",,26.8600,85.5600,Sarlahi,Madhesh
2589,Police Station Rautahat,Gaur,"Rautahat, Nepal",,26.7700,85.2700,Rautahat,Madhesh
2590,Police Station Bara,Kalaiya,"Bara, Nepal",,26.9900,84.8700,Bara,Madhesh
2591,Police Station Parsa,Birgunj,"Parsa, Nepal",,27.0100,84.8800,Parsa,Madhesh
2592,Police Station Pokhara,Bindabasini,"Pokhara, Nepal",,28.2300,83.9800,Kaski,Gandaki
2593,Police Station Kathmandu,Koteshwor,"Kathmandu, Nepal",,27.6780,85.3480,Kathmandu,Bagmati
2594,Police Station Biratnagar,Rani,"Morang, Nepal",,26.4500,87.2700,Morang,Koshi
2595,Police Station Janakpur,Janaki Mandir Area,"Dhanusha, Nepal",,26.7300,85.9200,Dhanusha,Madhesh
