place,latitude,longitude,district,accidents,landslide,avalanche,flood,earthquake_damage,hospital,police,fire_station,emergency_risk,natural_disaster_risk,tourism_risk_index,risk_category,data_quality_score
Yangle Kharka,27.7,87.25,Sankhuwasabha,12.0,16.0,10.0,2.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Jungle Safari Route,27.25,85.95,Sindhuli,4.0,3.0,0.0,10.0,3.0,20,20,5,35.0,40.0,45.0,Medium,100.0
Kamalamai Sindhuli,27.25,85.97,Sindhuli,2.0,4.0,0.0,7.0,5.0,10,8,2,50.0,50.0,50.0,Medium,100.0
Marin Khola,27.25,85.9,Sindhuli,4.0,1.0,0.0,14.0,3.0,5,4,1,70.0,70.0,70.0,High,100.0
Marin Village,27.15,85.6,Sindhuli,2.0,4.0,0.0,7.0,5.0,15,15,5,40.0,35.0,40.0,Low,100.0
Sindhuli Gadhi,27.27,85.97,Sindhuli,1.0,3.0,0.0,5.0,5.0,12,10,3,35.0,35.0,35.0,Low,100.0
Sindhuli Gadhi Trail,27.27,85.97,Sindhuli,1.0,3.0,0.0,5.0,5.0,12,10,3,35.0,35.0,35.0,Low,100.0
Sindhuligadhi,27.25,85.95,Sindhuli,3.0,5.0,0.0,6.0,6.0,30,25,10,30.0,40.0,45.0,Medium,100.0
Ama Yangri Peak,28.07,85.65,Sindhupalchok,4.0,11.0,5.0,2.0,7.0,0,0,0,100.0,85.0,91.0,High,100.0
Balephi River,27.95,85.7,Sindhupalchok,6.0,2.0,0.0,16.0,4.0,3,3,1,80.0,75.0,78.0,High,100.0
Balephi Riverside,27.95,85.8,Sindhupalchok,3.0,5.0,0.0,15.0,5.0,30,25,10,30.0,55.0,58.0,Medium,100.0
Balephi Village,27.9,85.75,Sindhupalchok,4.0,8.0,0.0,10.0,8.0,20,15,5,45.0,65.0,65.0,Medium,100.0
Barhabise Bazaar,27.78,85.9,Sindhupalchok,2.0,5.0,0.0,7.0,5.0,5,5,1,55.0,55.0,55.0,Medium,100.0
Barhabise River Camp,27.95,85.89,Sindhupalchok,6.0,5.0,0.0,20.0,6.0,20,15,5,55.0,80.0,85.0,High,100.0
Barhabise Town,27.79,85.88,Sindhupalchok,3.0,5.0,0.0,12.0,6.0,40,30,10,30.0,55.0,58.0,Medium,100.0
Baruwa Rural Village,28.15,85.65,Sindhupalchok,5.0,9.0,2.0,5.0,7.0,10,8,3,65.0,70.0,72.0,High,100.0
Baruwa Village Route,28.15,85.65,Sindhupalchok,5.0,9.0,2.0,5.0,7.0,10,8,3,65.0,70.0,72.0,High,100.0
Baruwa Village Trail,28.15,85.65,Sindhupalchok,5.0,9.0,2.0,5.0,7.0,10,8,3,65.0,70.0,72.0,High,100.0
Bhairab Kunda Camp,27.95,86.1,Sindhupalchok,12.0,15.0,8.0,2.0,9.0,0,0,0,100.0,85.0,90.0,High,100.0
Bhairab Kunda Trail,28.2,85.7,Sindhupalchok,12.0,16.0,8.0,2.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Bhairav Kunda,28.01,85.82,Sindhupalchok,8.0,15.0,5.0,4.0,10.0,0,0,0,100.0,90.0,88.0,High,100.0
Bhotang Rural Camp,28.05,85.7,Sindhupalchok,11.0,16.0,7.0,2.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Bhotang Village,28.1,85.7,Sindhupalchok,5.0,12.0,4.0,3.0,8.0,0,1,0,95.0,85.0,89.0,High,100.0
Bhotang Village Route,28.05,85.7,Sindhupalchok,11.0,16.0,7.0,2.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Bhotang Village Trail,28.05,85.7,Sindhupalchok,11.0,16.0,7.0,2.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Bhote Koshi River Rafting,27.95,85.87,Sindhupalchok,7.0,9.0,0.0,6.0,5.0,1,2,1,65.0,70.0,67.0,High,100.0
Bhotekoshi River,27.95,85.95,Sindhupalchok,8.0,1.0,0.0,18.0,4.0,2,2,0,90.0,80.0,85.0,High,100.0
Bhotekoshi Riverside Camp,27.95,85.95,Sindhupalchok,6.0,8.0,0.0,18.0,6.0,20,15,5,55.0,75.0,78.0,High,100.0
Bungy Jumping The Last Resort,27.95,85.9,Sindhupalchok,6.0,8.0,0.0,4.0,6.0,1,2,1,70.0,60.0,64.0,High,100.0
Chautara Bazaar,27.78,85.72,Sindhupalchok,3.0,5.0,0.0,8.0,7.0,30,25,10,30.0,55.0,55.0,Medium,100.0
Chautara Rural View,27.78,85.71,Sindhupalchok,3.0,5.0,0.0,8.0,5.0,50,40,15,20.0,35.0,40.0,Medium,100.0
Chautara View Hill,27.78,85.71,Sindhupalchok,2.0,4.0,0.0,5.0,5.0,50,40,15,15.0,30.0,35.0,Low,100.0
Fulping Rural Area,27.95,85.65,Sindhupalchok,6.0,10.0,3.0,6.0,7.0,10,8,3,65.0,75.0,78.0,High,100.0
Fulpingkatti Trail,27.95,85.95,Sindhupalchok,7.0,10.0,2.0,12.0,7.0,10,10,3,65.0,75.0,80.0,High,100.0
Ghyangphedi Village,28.1,85.5,Sindhupalchok,5.0,12.0,5.0,3.0,8.0,0,0,0,90.0,85.0,87.0,High,100.0
Gosainkunda Helambu Route,28.05,85.45,Sindhupalchok,7.0,15.0,12.0,2.0,9.0,0,0,0,100.0,100.0,100.0,High,100.0
Gumba Village Trail,28.1,85.65,Sindhupalchok,6.0,10.0,3.0,6.0,7.0,10,8,3,65.0,75.0,78.0,High,100.0
Helambu Forest Route,28.02,85.6,Sindhupalchok,7.0,12.0,3.0,5.0,8.0,5,5,2,70.0,80.0,82.0,High,100.0
Helambu Melamchi Route,28.0,85.6,Sindhupalchok,10.0,15.0,6.0,3.0,8.0,0,0,0,100.0,85.0,88.0,High,100.0
Helambu Mountain Camp,28.02,85.6,Sindhupalchok,7.0,12.0,3.0,5.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Helambu Pass,28.05,85.5,Sindhupalchok,7.0,15.0,10.0,2.0,9.0,0,0,0,100.0,95.0,98.0,High,100.0
Helambu Rural Route,28.02,85.6,Sindhupalchok,7.0,12.0,3.0,5.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Helambu Rural Village,28.0,85.6,Sindhupalchok,8.0,13.0,4.0,5.0,8.0,5,5,2,70.0,80.0,82.0,High,100.0
Helambu Sermathang,28.05,85.58,Sindhupalchok,5.0,10.0,5.0,3.0,7.0,10,10,3,65.0,70.0,70.0,High,100.0
Helambu Trail,28.0,85.5,Sindhupalchok,6.0,14.0,10.0,2.0,9.0,0,0,0,100.0,95.0,98.0,High,100.0
Helambu Trek,28.05,85.55,Sindhupalchok,6.0,10.0,5.0,3.0,7.0,1,1,0,85.0,80.0,83.0,High,100.0
Helambu Trek Route,28.05,85.5,Sindhupalchok,7.0,15.0,10.0,2.0,9.0,0,0,0,100.0,95.0,98.0,High,100.0
Helambu Valley,28.05,85.55,Sindhupalchok,6.0,14.0,8.0,3.0,8.0,0,0,0,95.0,90.0,93.0,High,100.0
Helambu Village,28.05,85.52,Sindhupalchok,5.0,8.0,5.0,3.0,6.0,10,10,5,60.0,60.0,65.0,Medium,100.0
Helambu Village Trail,28.0,85.6,Sindhupalchok,8.0,12.0,6.0,2.0,8.0,5,5,2,75.0,80.0,82.0,High,100.0
Helambu Yangri Trail,28.0,85.6,Sindhupalchok,7.0,10.0,5.0,2.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Indrawati River,27.95,85.7,Sindhupalchok,5.0,2.0,0.0,16.0,4.0,5,4,1,75.0,75.0,75.0,High,100.0
Indrawati River Trail,27.8,85.8,Sindhupalchok,5.0,3.0,0.0,18.0,5.0,30,25,10,40.0,65.0,70.0,High,100.0
Jalbire Waterfall,27.85,85.75,Sindhupalchok,3.0,6.0,0.0,10.0,5.0,30,25,10,35.0,50.0,55.0,Medium,100.0
Jugal Base Camp,28.05,85.85,Sindhupalchok,18.0,20.0,15.0,1.0,10.0,0,0,0,100.0,100.0,98.0,High,100.0
Jugal Himal,28.1,85.8,Sindhupalchok,9.0,18.0,15.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Jugal Himal Base,28.1,85.8,Sindhupalchok,9.0,18.0,15.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Jugal Himal Base Area,28.2,85.9,Sindhupalchok,15.0,18.0,12.0,2.0,10.0,0,0,0,100.0,95.0,92.0,High,100.0
Jugal Himal Base Camp,28.25,85.8,Sindhupalchok,20.0,20.0,20.0,0.0,10.0,0,0,0,100.0,100.0,99.0,High,100.0
Jugal Himal Camp,28.2,85.7,Sindhupalchok,17.0,20.0,15.0,0.0,10.0,0,0,0,100.0,100.0,98.0,High,100.0
Jugal Himal Glacier Route,28.3,85.85,Sindhupalchok,20.0,20.0,20.0,0.0,10.0,0,0,0,100.0,100.0,99.0,High,100.0
Jugal Himal Route,28.1,85.8,Sindhupalchok,9.0,18.0,15.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Jugal Himal Rural Camp,28.2,85.7,Sindhupalchok,17.0,20.0,15.0,0.0,10.0,0,0,0,100.0,100.0,98.0,High,100.0
Jugal Himal Trail,28.05,85.85,Sindhupalchok,16.0,20.0,15.0,1.0,10.0,0,0,0,100.0,100.0,98.0,High,100.0
Jugal Himal Trek,28.25,85.8,Sindhupalchok,10.0,20.0,20.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Lamosangu Lake,27.78,85.9,Sindhupalchok,2.0,3.0,0.0,12.0,5.0,40,30,10,25.0,45.0,48.0,Medium,100.0
Larcha Village,28.0,85.97,Sindhupalchok,4.0,10.0,3.0,6.0,7.0,1,1,0,90.0,80.0,84.0,High,100.0
Listikot Village,27.9,85.85,Sindhupalchok,7.0,12.0,4.0,5.0,8.0,5,5,2,70.0,75.0,75.0,High,100.0
Melamchi Area,28.13,85.57,Sindhupalchok,4.0,6.0,0.0,12.0,7.0,30,25,10,35.0,60.0,60.0,Medium,100.0
Melamchi Bazaar,28.13,85.57,Sindhupalchok,2.0,6.0,0.0,8.0,5.0,5,5,1,55.0,55.0,55.0,Medium,100.0
Melamchi Gaun,28.15,85.6,Sindhupalchok,4.0,7.0,0.0,10.0,6.0,20,15,5,40.0,65.0,65.0,Medium,100.0
Melamchi Gaun Route,28.12,85.58,Sindhupalchok,5.0,9.0,2.0,15.0,7.0,20,15,5,50.0,65.0,68.0,High,100.0
Melamchi River,28.0,85.6,Sindhupalchok,5.0,2.0,0.0,16.0,4.0,3,3,1,80.0,75.0,78.0,High,100.0
Melamchi Rural Route,28.12,85.58,Sindhupalchok,4.0,8.0,0.0,15.0,6.0,30,25,10,40.0,60.0,65.0,High,100.0
Melamchi Rural Valley,28.12,85.58,Sindhupalchok,5.0,9.0,2.0,15.0,7.0,20,15,5,50.0,65.0,68.0,High,100.0
Melamchi Source Trail,28.15,85.6,Sindhupalchok,6.0,10.0,3.0,8.0,7.0,10,10,3,65.0,75.0,78.0,High,100.0
Melamchi Trek Route,28.12,85.55,Sindhupalchok,4.0,10.0,4.0,5.0,7.0,0,1,0,90.0,80.0,84.0,High,100.0
Melamchi Valley,27.95,85.58,Sindhupalchok,5.0,12.0,6.0,15.0,8.0,2,2,0,85.0,90.0,88.0,High,100.0
Melamchi Waterfall,28.12,85.57,Sindhupalchok,3.0,7.0,0.0,10.0,5.0,4,4,1,60.0,65.0,63.0,Medium,100.0
Melinchok View,27.95,85.7,Sindhupalchok,5.0,8.0,0.0,6.0,6.0,15,10,3,55.0,65.0,70.0,High,100.0
Panch Pokhari,28.0,85.62,Sindhupalchok,5.0,12.0,4.0,3.0,8.0,0,0,0,100.0,82.0,89.0,High,100.0
Panch Pokhari Camp,28.0,85.65,Sindhupalchok,15.0,18.0,10.0,2.0,10.0,0,0,0,100.0,95.0,95.0,High,100.0
Panch Pokhari Lake,28.0,85.62,Sindhupalchok,7.0,15.0,9.0,2.0,9.0,0,0,0,100.0,98.0,99.0,High,100.0
Panch Pokhari Remote Trail,28.0,85.7,Sindhupalchok,15.0,18.0,10.0,1.0,9.0,0,0,0,100.0,95.0,95.0,High,100.0
Panch Pokhari Rural Camp,28.0,85.7,Sindhupalchok,14.0,18.0,10.0,2.0,9.0,0,0,0,100.0,95.0,95.0,High,100.0
Panch Pokhari Sindhupalchok,28.0,85.7,Sindhupalchok,8.0,16.0,13.0,2.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Panch Pokhari Trail,28.0,85.62,Sindhupalchok,5.0,12.0,5.0,3.0,8.0,0,1,0,95.0,90.0,92.0,High,100.0
Panch Pokhari Trail Camp,28.05,85.6,Sindhupalchok,10.0,15.0,8.0,4.0,10.0,0,0,0,100.0,90.0,88.0,High,100.0
Panch Pokhari Trek Camp,28.0,85.6,Sindhupalchok,8.0,17.0,14.0,2.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Panch Pokhari Upper Camp,28.22,85.72,Sindhupalchok,16.0,20.0,12.0,1.0,10.0,0,0,0,100.0,95.0,95.0,High,100.0
Panch Pokhari Upper Trail,28.0,85.65,Sindhupalchok,15.0,18.0,10.0,2.0,10.0,0,0,0,100.0,95.0,95.0,High,100.0
Sermathang Village,28.06,85.6,Sindhupalchok,5.0,8.0,3.0,3.0,7.0,10,5,2,60.0,70.0,72.0,High,100.0
Sermathang Village Trail,28.02,85.58,Sindhupalchok,4.0,7.0,0.0,4.0,5.0,25,20,5,45.0,55.0,60.0,Medium,100.0
Sundari Dada,27.95,85.9,Sindhupalchok,3.0,6.0,0.0,4.0,5.0,2,2,0,75.0,55.0,63.0,Medium,100.0
Tarke Gyang,28.05,85.52,Sindhupalchok,6.0,14.0,8.0,2.0,9.0,0,0,0,95.0,90.0,93.0,High,100.0
Tarke Gyang Village,28.03,85.58,Sindhupalchok,8.0,12.0,5.0,2.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Tarkeghyang Monastery,28.05,85.58,Sindhupalchok,6.0,10.0,5.0,2.0,7.0,5,5,2,65.0,70.0,72.0,High,100.0
Tarkeghyang Village,28.05,85.58,Sindhupalchok,6.0,10.0,5.0,2.0,7.0,5,5,2,65.0,70.0,72.0,High,100.0
Tarkeghyang Village Trail,28.02,85.55,Sindhupalchok,10.0,15.0,6.0,3.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Tatopani Border,27.99,85.97,Sindhupalchok,4.0,8.0,2.0,8.0,6.0,2,2,0,70.0,75.0,73.0,High,100.0
Tatopani Border Area,27.95,85.95,Sindhupalchok,3.0,6.0,0.0,10.0,5.0,8,7,2,60.0,65.0,62.0,Medium,100.0
Tatopani Border Trail,27.95,85.95,Sindhupalchok,4.0,7.0,0.0,15.0,6.0,30,25,10,35.0,60.0,62.0,Medium,100.0
Tatopani Hot Spring,27.95,85.95,Sindhupalchok,3.0,4.0,0.0,15.0,5.0,5,4,1,65.0,70.0,68.0,High,100.0
Tatopani Rural Area,27.98,85.92,Sindhupalchok,3.0,5.0,0.0,12.0,5.0,50,40,15,20.0,40.0,45.0,Medium,100.0
Tatopani Sindhupalchok,27.95,85.97,Sindhupalchok,6.0,12.0,2.0,8.0,8.0,20,20,5,45.0,65.0,65.0,Medium,100.0
Thadepati Pass,28.02,85.48,Sindhupalchok,6.0,14.0,10.0,1.0,8.0,0,0,0,100.0,95.0,98.0,High,100.0
Thangpal Rural Area,28.05,85.65,Sindhupalchok,4.0,8.0,0.0,7.0,6.0,20,15,5,50.0,65.0,68.0,High,100.0
Thangpal Village Area,28.05,85.65,Sindhupalchok,4.0,8.0,0.0,7.0,6.0,20,15,5,50.0,65.0,68.0,High,100.0
Tharepati Mountain Route,28.03,85.58,Sindhupalchok,10.0,15.0,6.0,2.0,8.0,5,5,2,75.0,80.0,82.0,High,100.0
Tharepati Rural Trail,28.03,85.58,Sindhupalchok,10.0,15.0,6.0,2.0,8.0,5,5,2,75.0,80.0,82.0,High,100.0
Yarsa Rural Route,28.1,85.7,Sindhupalchok,7.0,12.0,3.0,4.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Yarsa Trail,28.1,85.65,Sindhupalchok,7.0,15.0,10.0,2.0,9.0,0,0,0,100.0,95.0,98.0,High,100.0
Yarsa Trail Area,28.05,85.8,Sindhupalchok,6.0,13.0,6.0,2.0,8.0,0,0,0,100.0,90.0,96.0,High,100.0
Yarsa Village Trail,28.1,85.7,Sindhupalchok,7.0,12.0,3.0,4.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Yarsha Khola Route,28.2,85.75,Sindhupalchok,15.0,18.0,12.0,1.0,10.0,0,0,0,100.0,95.0,95.0,High,100.0
Yarshagumba Rural Camp,28.05,85.75,Sindhupalchok,18.0,20.0,15.0,0.0,10.0,0,0,0,100.0,100.0,98.0,High,100.0
Lamjura Pass,27.6,86.55,Solu,15.0,18.0,12.0,0.0,10.0,0,0,0,100.0,95.0,95.0,High,100.0
Ama Dablam Base Camp,27.86,86.86,Solukhumbu,8.0,12.0,10.0,1.0,7.0,0,0,0,100.0,92.0,95.0,High,100.0
Amadablam Base Area,27.86,86.85,Solukhumbu,8.0,16.0,14.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Amphu Labtsa Pass,27.85,86.95,Solukhumbu,10.0,18.0,17.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Amphu Lapcha Route,27.85,86.9,Solukhumbu,20.0,20.0,20.0,0.0,10.0,0,0,0,100.0,100.0,99.0,High,100.0
Bung Village Trail,27.6,86.75,Solukhumbu,9.0,15.0,6.0,1.0,9.0,5,5,2,80.0,85.0,88.0,High,100.0
Bupsa Rural Camp,27.62,86.65,Solukhumbu,7.0,11.0,3.0,4.0,7.0,10,8,3,65.0,70.0,72.0,High,100.0
Bupsa Village Route,27.62,86.65,Solukhumbu,7.0,11.0,3.0,4.0,7.0,10,8,3,65.0,70.0,72.0,High,100.0
Bupsa Village Trail,27.7,86.72,Solukhumbu,7.0,12.0,5.0,2.0,8.0,0,0,0,90.0,80.0,85.0,High,100.0
Chaulakharka Rural Area,27.6,86.55,Solukhumbu,9.0,14.0,5.0,2.0,8.0,5,5,2,70.0,80.0,82.0,High,100.0
Chaurikharka,27.72,86.72,Solukhumbu,6.0,10.0,4.0,2.0,7.0,5,5,2,65.0,70.0,72.0,High,100.0
Chaurikharka Rural Area,27.72,86.72,Solukhumbu,6.0,10.0,3.0,2.0,7.0,10,8,3,65.0,70.0,72.0,High,100.0
Chaurikharka Village,27.7,86.72,Solukhumbu,5.0,8.0,3.0,2.0,7.0,10,10,3,60.0,70.0,72.0,High,100.0
Cheskam Village Homestay,27.52,86.7,Solukhumbu,7.0,12.0,5.0,2.0,8.0,12,8,3,70.0,75.0,78.0,High,100.0
Chhukung Valley,27.9,86.85,Solukhumbu,20.0,18.0,18.0,1.0,10.0,0,0,0,100.0,100.0,98.0,High,100.0
Chiwang Monastery,27.7,86.72,Solukhumbu,3.0,5.0,0.0,2.0,5.0,20,15,5,35.0,45.0,50.0,Medium,100.0
Chiwong Monastery,27.6,86.58,Solukhumbu,2.0,5.0,2.0,2.0,5.0,1,1,0,75.0,55.0,63.0,Medium,100.0
Cho La Pass,27.95,86.65,Solukhumbu,10.0,18.0,16.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Dingboche Valley,27.89,86.83,Solukhumbu,14.0,18.0,12.0,0.0,10.0,0,0,0,100.0,95.0,95.0,High,100.0
Dingboche Village,27.89,86.83,Solukhumbu,7.0,10.0,9.0,1.0,6.0,0,0,0,100.0,85.0,91.0,High,100.0
Dole Village,27.92,86.71,Solukhumbu,5.0,12.0,8.0,1.0,8.0,0,0,0,100.0,95.0,98.0,High,100.0
Dole Village Camp,27.9,86.72,Solukhumbu,9.0,14.0,5.0,1.0,8.0,5,5,2,70.0,80.0,82.0,High,100.0
Dole Village Trail,27.9,86.72,Solukhumbu,9.0,14.0,5.0,1.0,8.0,5,5,2,70.0,80.0,82.0,High,100.0
Dudh Kund Lake,27.7,86.6,Solukhumbu,15.0,18.0,12.0,0.0,10.0,0,0,0,100.0,95.0,95.0,High,100.0
Dudh Kunda Trail,27.55,86.5,Solukhumbu,8.0,16.0,12.0,1.0,9.0,0,0,0,100.0,100.0,100.0,High,100.0
Dudhkunda Lake,27.55,86.5,Solukhumbu,8.0,16.0,12.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Everest Base Camp,27.9881,86.925,Solukhumbu,20.0,7.0,15.0,2.0,8.0,3,3,1,50.0,100.0,80.0,High,100.0
Everest Base Camp South,27.9881,86.925,Solukhumbu,20.0,7.0,15.0,2.0,8.0,3,3,1,50.0,100.0,80.0,High,100.0
Everest Region Trek Camp,27.95,86.85,Solukhumbu,10.0,20.0,20.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Everest Three Pass Route,27.95,86.7,Solukhumbu,10.0,18.0,17.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Everest View Hotel,27.96,86.82,Solukhumbu,8.0,17.0,15.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Everest View Hotel Area,27.97,86.74,Solukhumbu,3.0,8.0,5.0,1.0,6.0,0,0,0,100.0,80.0,88.0,High,100.0
Everest View Hotel Route,27.96,86.73,Solukhumbu,5.0,10.0,7.0,1.0,9.0,1,1,0,90.0,95.0,92.0,High,100.0
Everest View Hotel Trail,27.97,86.74,Solukhumbu,10.0,15.0,8.0,1.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Gokyo Lake,27.95,86.69,Solukhumbu,18.0,15.0,15.0,1.0,8.0,0,0,0,100.0,95.0,92.0,High,100.0
Gokyo Lake Route,27.95,86.69,Solukhumbu,15.0,18.0,12.0,0.0,10.0,0,0,0,100.0,100.0,97.0,High,100.0
Gokyo Lake Rural Route,27.95,86.7,Solukhumbu,16.0,20.0,15.0,0.0,10.0,0,0,0,100.0,100.0,98.0,High,100.0
Gokyo Lakes,27.95,86.7,Solukhumbu,8.0,17.0,14.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Gokyo Ri,27.96,86.69,Solukhumbu,9.0,17.0,14.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Gokyo Rural Lake Route,27.95,86.7,Solukhumbu,16.0,20.0,15.0,0.0,10.0,0,0,0,100.0,100.0,98.0,High,100.0
Gokyo Valley,27.95,86.7,Solukhumbu,18.0,20.0,15.0,0.0,10.0,0,0,0,100.0,100.0,98.0,High,100.0
Gorak Shep,28.0,86.85,Solukhumbu,10.0,20.0,20.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Gudeldanda Rural Route,27.52,86.65,Solukhumbu,5.0,9.0,2.0,4.0,7.0,10,8,3,65.0,70.0,72.0,High,100.0
Hinku Valley,27.65,86.85,Solukhumbu,12.0,16.0,8.0,2.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Imja Lake,27.9,86.93,Solukhumbu,6.0,14.0,12.0,3.0,8.0,0,0,0,100.0,95.0,97.0,High,100.0
Imja Valley,27.89,86.93,Solukhumbu,10.0,20.0,20.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Island Peak Base Camp,27.92,86.93,Solukhumbu,20.0,18.0,20.0,1.0,10.0,0,0,0,100.0,100.0,98.0,High,100.0
Jorsale Village,27.78,86.73,Solukhumbu,4.0,10.0,4.0,2.0,8.0,0,0,0,85.0,85.0,85.0,High,100.0
Jubing Community Trail,27.58,86.65,Solukhumbu,6.0,10.0,3.0,3.0,7.0,10,8,3,65.0,70.0,72.0,High,100.0
Jubing Village Trail,27.6,86.65,Solukhumbu,6.0,11.0,3.0,2.0,7.0,10,8,3,65.0,70.0,72.0,High,100.0
Junbesi Monastery,27.62,86.58,Solukhumbu,4.0,8.0,2.0,3.0,6.0,10,10,3,55.0,65.0,70.0,High,100.0
Junbesi Rural Route,27.6,86.58,Solukhumbu,4.0,7.0,0.0,4.0,6.0,20,15,5,50.0,60.0,65.0,High,100.0
Junbesi Rural Settlement,27.6,86.58,Solukhumbu,4.0,7.0,0.0,4.0,6.0,20,15,5,50.0,60.0,65.0,High,100.0
Junbesi Village,27.57,86.6,Solukhumbu,3.0,8.0,3.0,2.0,6.0,1,1,0,85.0,70.0,76.0,High,100.0
Kaku Village Viewpoint,27.58,86.65,Solukhumbu,3.0,6.0,0.0,2.0,6.0,20,15,5,45.0,55.0,60.0,Medium,100.0
Kala Patthar,27.98,86.83,Solukhumbu,10.0,18.0,15.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Kala Patthar Route,27.99,86.83,Solukhumbu,20.0,20.0,20.0,0.0,10.0,0,0,0,100.0,100.0,99.0,High,100.0
Kangtega View,27.9,86.85,Solukhumbu,12.0,16.0,10.0,1.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Kharikhola Rural Area,27.65,86.7,Solukhumbu,8.0,12.0,4.0,3.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Kharikhola Village,27.65,86.68,Solukhumbu,6.0,10.0,4.0,2.0,7.0,5,5,2,65.0,70.0,72.0,High,100.0
Kharikhola Village Trail,27.65,86.7,Solukhumbu,8.0,12.0,4.0,3.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Khumbu Glacier,27.95,86.85,Solukhumbu,10.0,20.0,20.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Khumbu Rural Settlement,27.9,86.7,Solukhumbu,14.0,18.0,12.0,0.0,10.0,0,0,0,100.0,95.0,95.0,High,100.0
Khumjung Rural Area,27.83,86.72,Solukhumbu,7.0,11.0,4.0,1.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Khumjung Village,27.83,86.73,Solukhumbu,4.0,8.0,6.0,1.0,5.0,0,1,0,90.0,70.0,78.0,High,100.0
Kongde Peak Trail,27.85,86.7,Solukhumbu,10.0,20.0,20.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Kongde View,27.78,86.69,Solukhumbu,7.0,15.0,12.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Kongde View Point,27.85,86.65,Solukhumbu,12.0,16.0,10.0,0.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Kongde Viewpoint,27.85,86.7,Solukhumbu,8.0,17.0,15.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Kongma La Pass,27.95,86.82,Solukhumbu,10.0,20.0,20.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Lamjura Pass,27.6,86.5,Solukhumbu,8.0,17.0,14.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Lobuche Camp,27.95,86.82,Solukhumbu,18.0,20.0,18.0,0.0,10.0,0,0,0,100.0,100.0,99.0,High,100.0
Lobuche Village,27.95,86.81,Solukhumbu,8.0,16.0,13.0,1.0,9.0,0,0,0,100.0,100.0,100.0,High,100.0
Lukla Airport,27.686,86.73,Solukhumbu,15.0,3.0,2.0,1.0,5.0,1,2,1,70.0,65.0,75.0,High,100.0
Lukla Airport Area,27.687,86.731,Solukhumbu,5.0,5.0,2.0,1.0,6.0,3,3,1,65.0,55.0,59.0,Medium,100.0
Lukla Airport Trail,27.686,86.73,Solukhumbu,4.0,6.0,3.0,1.0,6.0,20,15,5,45.0,60.0,65.0,Medium,100.0
Lukla Rural Route,27.687,86.731,Solukhumbu,5.0,8.0,2.0,2.0,6.0,20,15,5,50.0,65.0,68.0,High,100.0
Lukla Rural Trail,27.687,86.731,Solukhumbu,5.0,8.0,2.0,2.0,6.0,20,15,5,50.0,65.0,68.0,High,100.0
Lukla Village,27.687,86.731,Solukhumbu,5.0,8.0,3.0,1.0,6.0,20,15,5,55.0,60.0,65.0,Medium,100.0
