Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Jajarkot District Hospital,Khalanga,+977-089-430123,28.7000,82.1800,Jajarkot,Khalanga,Karnali
Dailekh District Hospital,Dailekh,+977-089-420123,28.8500,81.7100,Dailekh,Dailekh,Karnali
Salyan District Hospital,Salyan,+977-088-520123,28.3800,82.1700,Salyan,Salyan,Karnali
Rukum West District Hospital,Musikot,+977-088-560123,28.6300,82.4800,Rukum West,Musikot,Karnali
Bheri Hospital,Nepalgunj,+977-081-520123,28.0500,81.6200,Banke,Nepalgunj,Lumbini
Nepalgunj Medical College Teaching Hospital,Kohalpur,+977-081-540000,28.2100,81.6800,Banke,Kohalpur,Lumbini
Bardiya District Hospital,Gulariya,+977-084-420123,28.2300,81.3400,Bardiya,Gulariya,Lumbini
Rapti Academy of Health Sciences,Ghorahi,+977-082-560123,28.0300,82.4800,Dang,Ghorahi,Lumbini
Rapti Provincial Hospital,Tulsipur,+977-082-560456,28.1300,82.3000,Dang,Tulsipur,Lumbini
Lumbini Provincial Hospital,Butwal,+977-071-540200,27.7000,83.4500,Rupandehi,Butwal,Lumbini
Universal College of Medical Sciences,Bhairahawa,+977-071-506016,27.5000,83.4500,Rupandehi,Bhairahawa,Lumbini
Crimson Hospital,Manigram,+977-071-520111,27.6500,83.4700,Rupandehi,Manigram,Lumbini
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Devdaha Medical College Hospital,Devdaha Rupandehi,+977-071-577777,27.6500,83.5600,Rupandehi,Devdaha,Lumbini
Tansen Mission Hospital,Tansen Palpa,+977-075-520123,27.8700,83.5500,Palpa,Tansen,Lumbini
Palpa District Hospital,Tansen,+977-075-520102,27.8700,83.5500,Palpa,Tansen,Lumbini
Kapilvastu District Hospital,Taulihawa,+977-076-560123,27.5500,83.0500,Kapilvastu,Taulihawa,Lumbini
Gulmi District Hospital,Tamghas,+977-079-520123,28.0800,83.2500,Gulmi,Tamghas,Lumbini
Arghakhanchi District Hospital,Sandhikharka,+977-077-420123,27.9500,83.1200,Arghakhanchi,Sandhikharka,Lumbini
Bharatpur Hospital,Bharatpur Chitwan,+977-056-527959,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
B.P. Koirala Memorial Cancer Hospital,Bharatpur,+977-056-523911,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
Chitwan Medical College Teaching Hospital,Bharatpur,+977-056-493403,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
College of Medical Sciences Teaching Hospital,Bharatpur,+977-056-534111,27.6700,84.4400,Chitwan,Bharatpur,Bagmati
Narayani Community Hospital,Bharatpur,+977-056-533333,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
Hetauda Hospital,Hetauda Makwanpur,+977-057-520155,27.4300,85.0300,Makwanpur,Hetauda,Bagmati
Makwanpur Cooperative Hospital,Hetauda,+977-057-520456,27.4300,85.0300,Makwanpur,Hetauda,Bagmati
Sindhuli District Hospital,Sindhulimadhi,+977-047-520123,27.2500,85.9700,Sindhuli,Sindhulimadhi,Bagmati
Ramechhap District Hospital,Manthali,+977-048-540123,27.3900,86.0600,Ramechhap,Manthali,Bagmati
Dolakha District Hospital,Charikot,+977-049-420123,27.6700,86.0300,Dolakha,Charikot,Bagmati
Nuwakot District Hospital,Bidur,+977-010-560123,27.9200,85.1600,Nuwakot,Bidur,Bagmati
Dhading District Hospital,Dhadingbesi,+977-010-520123,27.8700,84.9200,Dhading,Dhadingbesi,Bagmati
Rasuwa District Hospital,Dhunche,+977-010-540123,28.1100,85.3000,Rasuwa,Dhunche,Bagmati
Dhulikhel Hospital,Dhulikhel Kavre,+977-011-490497,27.6200,85.5400,Kavrepalanchok,Dhulikhel,Bagmati
Sheer Memorial Hospital,Banepa Kavre,+977-011-665015,27.6300,85.5200,Kavrepalanchok,Banepa,Bagmati
Bhaktapur Cancer Hospital,Bhaktapur,+977-01-6611532,27.6700,85.4300,Bhaktapur,Bhaktapur,Bagmati
Khwopa Hospital,Bhaktapur,+977-01-6618998,27.6750,85.4300,Bhaktapur,Bhaktapur,Bagmati
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Siddhi Memorial Hospital,Bhaktapur,+977-01-6610798,27.6750,85.4300,Bhaktapur,Bhaktapur,Bagmati
Nepal Korea Friendship Hospital,Thimi Bhaktapur,+977-01-6635111,27.6800,85.3900,Bhaktapur,Thimi,Bagmati
Bir Hospital,Kathmandu,+977-01-4221119,27.7050,85.3150,Kathmandu,Kathmandu,Bagmati
National Trauma Center,Kathmandu,+977-01-4230710,27.7050,85.3150,Kathmandu,Kathmandu,Bagmati
Civil Service Hospital,Minbhawan Kathmandu,+977-01-4793000,27.6900,85.3400,Kathmandu,Minbhawan,Bagmati
Tribhuvan University Teaching Hospital,Maharajgunj Kathmandu,+977-01-4412303,27.7350,85.3300,Kathmandu,Maharajgunj,Bagmati
Kanti Children's Hospital,Maharajgunj Kathmandu,+977-01-4411558,27.7350,85.3300,Kathmandu,Maharajgunj,Bagmati
Shahid Gangalal National Heart Centre,Bansbari Kathmandu,+977-01-4371322,27.7500,85.3400,Kathmandu,Bansbari,Bagmati
Nepal Police Hospital,Maharajgunj Kathmandu,+977-01-4412430,27.7350,85.3300,Kathmandu,Maharajgunj,Bagmati
Nepal Army Hospital,Chhauni Kathmandu,+977-01-4271941,27.7000,85.2900,Kathmandu,Chhauni,Bagmati
Grande International Hospital,Dhapasi Kathmandu,+977-01-5159266,27.7500,85.3300,Kathmandu,Dhapasi,Bagmati
HAMS Hospital,Dhumbarahi Kathmandu,+977-01-4377404,27.7350,85.3400,Kathmandu,Dhumbarahi,Bagmati
Norvic International Hospital,Thapathali Kathmandu,+977-01-5970032,27.6950,85.3150,Kathmandu,Thapathali,Bagmati
Blue Cross Hospital,Tripureshwor Kathmandu,+977-01-4262027,27.7000,85.3100,Kathmandu,Tripureshwor,Bagmati
Vayodha Hospital,Balkhu Kathmandu,+977-01-4281666,27.6850,85.3000,Kathmandu,Balkhu,Bagmati
Nepal Eye Hospital,Tripureshwor Kathmandu,+977-01-4260813,27.7000,85.3100,Kathmandu,Tripureshwor,Bagmati
Tilganga Institute of Ophthalmology,Gausala Kathmandu,+977-01-4493684,27.7100,85.3500,Kathmandu,Gausala,Bagmati
Paropakar Maternity Hospital,Thapathali Kathmandu,+977-01-4253276,27.6950,85.3150,Kathmandu,Thapathali,Bagmati
Sukraraj Tropical Hospital,Teku Kathmandu,+977-01-4253396,27.6950,85.3050,Kathmandu,Teku,Bagmati
Kathmandu Medical College Hospital,Sinamangal Kathmandu,+977-01-4469064,27.6950,85.3500,Kathmandu,Sinamangal,Bagmati
Kirtipur Hospital,Kirtipur Kathmandu,+977-01-4339130,27.6700,85.2800,Kathmandu,Kirtipur,Bagmati
Kathmandu Model Hospital,Pradarshani Marg Kathmandu,+977-01-4240800,27.7050,85.3150,Kathmandu,Pradarshani Marg,Bagmati
Om Hospital and Research Center,Chabahil Kathmandu,+977-01-4476225,27.7200,85.3450,Kathmandu,Chabahil,Bagmati
Chirayu National Hospital,Maharajgunj Kathmandu,+977-01-4520930,27.7350,85.3300,Kathmandu,Maharajgunj,Bagmati
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Apex Hospital,Jorpati Kathmandu,+977-01-4912500,27.7300,85.3700,Kathmandu,Jorpati,Bagmati
Green City Hospital,Basundhara Kathmandu,+977-01-4387788,27.7350,85.3400,Kathmandu,Basundhara,Bagmati
Sumeru Hospital,Dhumbarahi Kathmandu,+977-01-4377700,27.7350,85.3400,Kathmandu,Dhumbarahi,Bagmati
CIWEC Hospital,Lainchaur Kathmandu,+977-01-4435232,27.7200,85.3200,Kathmandu,Lainchaur,Bagmati
Annapurna Neurological Institute,Maitighar Kathmandu,+977-01-4256656,27.7000,85.3200,Kathmandu,Maitighar,Bagmati
Patan Hospital,Lagankhel Lalitpur,+977-01-5522278,27.6700,85.3200,Lalitpur,Lagankhel,Bagmati
B&B Hospital,Gwarko Lalitpur,+977-01-5533206,27.6650,85.3300,Lalitpur,Gwarko,Bagmati
Alka Hospital,Jawalakhel Lalitpur,+977-01-5970999,27.6750,85.3150,Lalitpur,Jawalakhel,Bagmati
Nepal Mediciti Hospital,Bhaisepati Lalitpur,+977-01-4217766,27.6500,85.3000,Lalitpur,Bhaisepati,Bagmati
KIST Medical College Teaching Hospital,Imadol Lalitpur,+977-01-5201496,27.6500,85.3500,Lalitpur,Imadol,Bagmati
Nepal Cancer Hospital,Harisiddhi Lalitpur,+977-01-5971532,27.6300,85.3500,Lalitpur,Harisiddhi,Bagmati
Swacon International Hospital,Bhaisepati Lalitpur,+977-01-5591919,27.6500,85.3000,Lalitpur,Bhaisepati,Bagmati
Vatsalya Hospital,Nakhu Lalitpur,+977-01-5599555,27.6650,85.3100,Lalitpur,Nakhu,Bagmati
Nidan Hospital,Pulchowk Lalitpur,+977-01-5443200,27.6800,85.3150,Lalitpur,Pulchowk,Bagmati
Star Hospital,Sanepa Lalitpur,+977-01-5420777,27.6850,85.3050,Lalitpur,Sanepa,Bagmati
Dhulikhel Hospital,Dhulikhel Kavre,+977-011-490497,27.6200,85.5400,Kavrepalanchok,Dhulikhel,Bagmati
Sheer Memorial Hospital,Banepa Kavre,+977-011-665015,27.6300,85.5200,Kavrepalanchok,Banepa,Bagmati
Bhaktapur Cancer Hospital,Bhaktapur,+977-01-6611532,27.6700,85.4300,Bhaktapur,Bhaktapur,Bagmati
Khwopa Hospital,Bhaktapur,+977-01-6618998,27.6750,85.4300,Bhaktapur,Bhaktapur,Bagmati
Siddhi Memorial Hospital,Bhaktapur,+977-01-6610798,27.6750,85.4300,Bhaktapur,Bhaktapur,Bagmati
Nepal Korea Friendship Hospital,Thimi Bhaktapur,+977-01-6635111,27.6800,85.3900,Bhaktapur,Thimi,Bagmati
Hetauda Hospital,Hetauda,+977-057-520155,27.4300,85.0300,Makwanpur,Hetauda,Bagmati
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Makwanpur Cooperative Hospital,Hetauda,+977-057-520456,27.4300,85.0300,Makwanpur,Hetauda,Bagmati
Sindhuli District Hospital,Sindhulimadhi,+977-047-520123,27.2500,85.9700,Sindhuli,Sindhulimadhi,Bagmati
Ramechhap District Hospital,Manthali,+977-048-540123,27.3900,86.0600,Ramechhap,Manthali,Bagmati
Dolakha District Hospital,Charikot,+977-049-420123,27.6700,86.0300,Dolakha,Charikot,Bagmati
Nuwakot District Hospital,Bidur,+977-010-560123,27.9200,85.1600,Nuwakot,Bidur,Bagmati
Dhading District Hospital,Dhadingbesi,+977-010-520123,27.8700,84.9200,Dhading,Dhadingbesi,Bagmati
Rasuwa District Hospital,Dhunche,+977-010-540123,28.1100,85.3000,Rasuwa,Dhunche,Bagmati
Bharatpur Hospital,Bharatpur,+977-056-527959,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
B.P. Koirala Memorial Cancer Hospital,Bharatpur,+977-056-523911,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
Chitwan Medical College Teaching Hospital,Bharatpur,+977-056-493403,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
College of Medical Sciences Teaching Hospital,Bharatpur,+977-056-534111,27.6700,84.4400,Chitwan,Bharatpur,Bagmati
Narayani Community Hospital,Bharatpur,+977-056-533333,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
Western Regional Hospital,Pokhara,+977-061-520067,28.2100,83.9800,Kaski,Pokhara,Gandaki
Gandaki Medical College Teaching Hospital,Pokhara,+977-061-430822,28.2100,84.0000,Kaski,Pokhara,Gandaki
Manipal Teaching Hospital,Pokhara,+977-061-526416,28.2500,83.9900,Kaski,Pokhara,Gandaki
Pokhara Academy of Health Sciences,Pokhara,+977-061-520067,28.2100,83.9800,Kaski,Pokhara,Gandaki
Fishtail Hospital,Pokhara,+977-061-461816,28.2100,83.9700,Kaski,Pokhara,Gandaki
Charak Memorial Hospital,Pokhara,+977-061-537055,28.2200,83.9800,Kaski,Pokhara,Gandaki
Metrocity Hospital,Pokhara,+977-061-538595,28.2200,83.9900,Kaski,Pokhara,Gandaki
Gorkha District Hospital,Gorkha,+977-064-420123,28.0000,84.6330,Gorkha,Gorkha,Gandaki
Damauli Hospital,Tanahun,+977-065-560102,27.9730,84.2400,Tanahun,Damauli,Gandaki
Lamjung District Hospital,Besisahar,+977-066-520123,28.2300,84.0100,Lamjung,Besisahar,Gandaki
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Manang District Hospital,Chame,+977-066-440123,28.5500,84.2300,Manang,Chame,Gandaki
Mustang District Hospital,Jomsom,+977-069-440123,28.7800,83.7200,Mustang,Jomsom,Gandaki
Myagdi District Hospital,Beni,+977-069-520102,28.3500,83.5700,Myagdi,Beni,Gandaki
Baglung District Hospital,Baglung,+977-068-520102,28.2700,83.5900,Baglung,Baglung,Gandaki
Parbat District Hospital,Kushma,+977-067-420102,28.2200,83.6800,Parbat,Kushma,Gandaki
Syangja District Hospital,Syangja,+977-063-420102,28.0000,83.8700,Syangja,Syangja,Gandaki
Nawalpur District Hospital,Kawasoti,+977-078-540123,27.6500,84.1000,Nawalpur,Kawasoti,Gandaki
Beni Community Hospital,Beni,+977-069-520456,28.3500,83.5700,Myagdi,Beni,Gandaki
Baglung Community Hospital,Baglung,+977-068-520456,28.2700,83.5900,Baglung,Baglung,Gandaki
Parbat Community Hospital,Kushma,+977-067-420456,28.2200,83.6800,Parbat,Kushma,Gandaki
Syangja Community Hospital,Syangja,+977-063-420456,28.0000,83.8700,Syangja,Syangja,Gandaki
Lumbini Provincial Hospital,Butwal,+977-071-540200,27.7000,83.4500,Rupandehi,Butwal,Lumbini
Universal College of Medical Sciences,Bhairahawa,+977-071-506016,27.5000,83.4500,Rupandehi,Bhairahawa,Lumbini
Crimson Hospital,Manigram,+977-071-520111,27.6500,83.4700,Rupandehi,Manigram,Lumbini
Devdaha Medical College Hospital,Devdaha,+977-071-577777,27.6500,83.5600,Rupandehi,Devdaha,Lumbini
Tansen Mission Hospital,Tansen,+977-075-520123,27.8700,83.5500,Palpa,Tansen,Lumbini
Palpa District Hospital,Tansen,+977-075-520102,27.8700,83.5500,Palpa,Tansen,Lumbini
Kapilvastu District Hospital,Taulihawa,+977-076-560123,27.5500,83.0500,Kapilvastu,Taulihawa,Lumbini
Gulmi District Hospital,Tamghas,+977-079-520123,28.0800,83.2500,Gulmi,Tamghas,Lumbini
Arghakhanchi District Hospital,Sandhikharka,+977-077-420123,27.9500,83.1200,Arghakhanchi,Sandhikharka,Lumbini
Bheri Hospital,Nepalgunj,+977-081-520123,28.0500,81.6200,Banke,Nepalgunj,Lumbini
Nepalgunj Medical College Teaching Hospital,Kohalpur,+977-081-540000,28.2100,81.6800,Banke,Kohalpur,Lumbini
Bardiya District Hospital,Gulariya,+977-084-420123,28.2300,81.3400,Bardiya,Gulariya,Lumbini
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Rapti Academy of Health Sciences,Ghorahi Dang,+977-082-560123,28.0300,82.4800,Dang,Ghorahi,Lumbini
Rapti Provincial Hospital,Tulsipur Dang,+977-082-560456,28.1300,82.3000,Dang,Tulsipur,Lumbini
Dang Valley Hospital,Ghorahi,+977-082-560123,28.0300,82.4800,Dang,Ghorahi,Lumbini
Bheri Hospital,Nepalgunj,+977-081-520123,28.0500,81.6200,Banke,Nepalgunj,Lumbini
Nepalgunj Medical College Teaching Hospital,Kohalpur,+977-081-540000,28.2100,81.6800,Banke,Kohalpur,Lumbini
Bardiya District Hospital,Gulariya,+977-084-420123,28.2300,81.3400,Bardiya,Gulariya,Lumbini
Seti Provincial Hospital,Dhangadhi,+977-091-520123,28.7000,80.5900,Kailali,Dhangadhi,Sudurpashchim
Mahakali Provincial Hospital,Mahendranagar,+977-099-521123,28.9600,80.1800,Kanchanpur,Mahendranagar,Sudurpashchim
Dadeldhura Hospital,Dadeldhura,+977-096-420123,29.3000,80.5800,Dadeldhura,Dadeldhura,Sudurpashchim
Baitadi District Hospital,Baitadi,+977-095-520123,29.5200,80.4300,Baitadi,Baitadi,Sudurpashchim
Darchula District Hospital,Darchula,+977-093-520123,29.8500,80.5500,Darchula,Darchula,Sudurpashchim
Bajhang District Hospital,Chainpur,+977-092-420123,29.5500,81.1800,Bajhang,Chainpur,Sudurpashchim
Bajura District Hospital,Martadi,+977-097-420123,29.4200,81.4200,Bajura,Martadi,Sudurpashchim
Achham District Hospital,Mangalsen,+977-097-620123,29.1300,81.2500,Achham,Mangalsen,Sudurpashchim
Surkhet Provincial Hospital,Birendranagar,+977-083-520123,28.6000,81.6300,Surkhet,Birendranagar,Karnali
Karnali Academy of Health Sciences,Jumla,+977-087-520123,29.2700,82.1800,Jumla,Jumla,Karnali
Jumla District Hospital,Jumla,+977-087-520456,29.2700,82.1800,Jumla,Jumla,Karnali
Dolpa District Hospital,Dunai,+977-087-590123,29.0000,82.8200,Dolpa,Dunai,Karnali
Mugu District Hospital,Gamgadhi,+977-087-690123,29.5300,82.0900,Mugu,Gamgadhi,Karnali
Kalikot District Hospital,Manma,+977-087-440123,29.1500,81.6200,Kalikot,Manma,Karnali
Jajarkot District Hospital,Khalanga,+977-089-430123,28.7000,82.1800,Jajarkot,Khalanga,Karnali
Dailekh District Hospital,Dailekh,+977-089-420123,28.8500,81.7100,Dailekh,Dailekh,Karnali
Salyan District Hospital,Salyan,+977-088-520123,28.3800,82.1700,Salyan,Salyan,Karnali
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Rukum West District Hospital,Musikot,+977-088-560123,28.6300,82.4800,Rukum West,Musikot,Karnali
Karnali Provincial Hospital,Birendranagar,+977-083-520123,28.6000,81.6300,Surkhet,Karnali,Karnali
Dolpa Health Office Hospital,Dunai,+977-087-590123,29.0000,82.8200,Dolpa,Dunai,Karnali
Mugu District Hospital,Gamgadhi,+977-087-690123,29.5300,82.0900,Mugu,Gamgadhi,Karnali
Humla District Hospital,Simkot,+977-019-420123,29.9700,81.8200,Humla,Simkot,Karnali
Jajarkot District Hospital,Khalanga,+977-089-430123,28.7000,82.1800,Jajarkot,Khalanga,Karnali
Dailekh District Hospital,Dailekh,+977-089-420123,28.8500,81.7100,Dailekh,Dailekh,Karnali
Salyan District Hospital,Salyan,+977-088-520123,28.3800,82.1700,Salyan,Salyan,Karnali
Rukum West District Hospital,Musikot,+977-088-560123,28.6300,82.4800,Rukum West,Musikot,Karnali
Surkhet Eye Hospital,Birendranagar,+977-083-520456,28.6000,81.6300,Surkhet,Birendranagar,Karnali
Kailali District Hospital,Dhangadhi,+977-091-520123,28.7000,80.5900,Kailali,Dhangadhi,Sudurpashchim
Tikapur Hospital,Tikapur,+977-091-560123,28.5200,81.1300,Kailali,Tikapur,Sudurpashchim
Attariya Hospital,Godawari Kailali,+977-091-550123,28.9800,80.5800,Kailali,Attariya,Sudurpashchim
Kanchanpur District Hospital,Mahendranagar,+977-099-521123,28.9600,80.1800,Kanchanpur,Mahendranagar,Sudurpashchim
Dadeldhura Sub-Regional Hospital,Dadeldhura,+977-096-420123,29.3000,80.5800,Dadeldhura,Dadeldhura,Sudurpashchim
Doti District Hospital,Dipayal,+977-094-420123,29.2700,80.9400,Doti,Dipayal,Sudurpashchim
Achham District Hospital,Mangalsen,+977-097-620123,29.1300,81.2500,Achham,Mangalsen,Sudurpashchim
Bajura District Hospital,Martadi,+977-097-420123,29.4200,81.4200,Bajura,Martadi,Sudurpashchim
Bajhang District Hospital,Chainpur,+977-092-420123,29.5500,81.1800,Bajhang,Chainpur,Sudurpashchim
Darchula District Hospital,Darchula,+977-093-520123,29.8500,80.5500,Darchula,Darchula,Sudurpashchim
Baitadi District Hospital,Baitadi,+977-095-520123,29.5200,80.4300,Baitadi,Baitadi,Sudurpashchim
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Mahakali Provincial Hospital,Mahendranagar,+977-099-521123,28.9600,80.1800,Kanchanpur,Mahendranagar,Sudurpashchim
Seti Provincial Hospital,Dhangadhi,+977-091-520123,28.7000,80.5900,Kailali,Dhangadhi,Sudurpashchim
Doti District Hospital,Dipayal,+977-094-420123,29.2700,80.9400,Doti,Dipayal,Sudurpashchim
Dadeldhura Hospital,Dadeldhura,+977-096-420123,29.3000,80.5800,Dadeldhura,Dadeldhura,Sudurpashchim
Baitadi District Hospital,Baitadi,+977-095-520123,29.5200,80.4300,Baitadi,Baitadi,Sudurpashchim
Darchula District Hospital,Darchula,+977-093-520123,29.8500,80.5500,Darchula,Darchula,Sudurpashchim
Bajhang District Hospital,Chainpur,+977-092-420123,29.5500,81.1800,Bajhang,Chainpur,Sudurpashchim
Bajura District Hospital,Martadi,+977-097-420123,29.4200,81.4200,Bajura,Martadi,Sudurpashchim
Achham District Hospital,Mangalsen,+977-097-620123,29.1300,81.2500,Achham,Mangalsen,Sudurpashchim
Surkhet Provincial Hospital,Birendranagar,+977-083-520123,28.6000,81.6300,Surkhet,Birendranagar,Karnali
Karnali Academy of Health Sciences,Jumla,+977-087-520123,29.2700,82.1800,Jumla,Jumla,Karnali
Humla District Hospital,Simkot,+977-019-420123,29.9700,81.8200,Humla,Simkot,Karnali
Dolpa District Hospital,Dunai,+977-087-590123,29.0000,82.8200,Dolpa,Dunai,Karnali
Mugu District Hospital,Gamgadhi,+977-087-690123,29.5300,82.0900,Mugu,Gamgadhi,Karnali
Kalikot District Hospital,Manma,+977-087-440123,29.1500,81.6200,Kalikot,Manma,Karnali
Jajarkot District Hospital,Khalanga,+977-089-430123,28.7000,82.1800,Jajarkot,Khalanga,Karnali
Dailekh District Hospital,Dailekh,+977-089-420123,28.8500,81.7100,Dailekh,Dailekh,Karnali
Salyan District Hospital,Salyan,+977-088-520123,28.3800,82.1700,Salyan,Salyan,Karnali
Rukum West District Hospital,Musikot,+977-088-560123,28.6300,82.4800,Rukum West,Musikot,Karnali
Bheri Hospital,Nepalgunj,+977-081-520123,28.0500,81.6200,Banke,Nepalgunj,Lumbini
Nepalgunj Medical College Teaching Hospital,Kohalpur,+977-081-540000,28.2100,81.6800,Banke,Kohalpur,Lumbini
Bardiya District Hospital,Gulariya,+977-084-420123,28.2300,81.3400,Bardiya,Gulariya,Lumbini
Rapti Academy of Health Sciences,Ghorahi,+977-082-560123,28.0300,82.4800,Dang,Ghorahi,Lumbini
Hospital Name,Address,Phone,Latitude,Longitude,District,Destination,Province
Rapti Provincial Hospital,Tulsipur Dang,+977-082-560456,28.1300,82.3000,Dang,Tulsipur,Lumbini
Dang Valley Hospital,Ghorahi Dang,+977-082-560123,28.0300,82.4800,Dang,Ghorahi,Lumbini
Lumbini Provincial Hospital,Butwal Rupandehi,+977-071-540200,27.7000,83.4500,Rupandehi,Butwal,Lumbini
Universal College of Medical Sciences,Bhairahawa Rupandehi,+977-071-506016,27.5000,83.4500,Rupandehi,Bhairahawa,Lumbini
Crimson Hospital,Manigram Rupandehi,+977-071-520111,27.6500,83.4700,Rupandehi,Manigram,Lumbini
Devdaha Medical College Hospital,Devdaha Rupandehi,+977-071-577777,27.6500,83.5600,Rupandehi,Devdaha,Lumbini
Tansen Mission Hospital,Tansen Palpa,+977-075-520123,27.8700,83.5500,Palpa,Tansen,Lumbini
Palpa District Hospital,Tansen Palpa,+977-075-520102,27.8700,83.5500,Palpa,Tansen,Lumbini
Kapilvastu District Hospital,Taulihawa,+977-076-560123,27.5500,83.0500,Kapilvastu,Taulihawa,Lumbini
Gulmi District Hospital,Tamghas,+977-079-520123,28.0800,83.2500,Gulmi,Tamghas,Lumbini
Arghakhanchi District Hospital,Sandhikharka,+977-077-420123,27.9500,83.1200,Arghakhanchi,Sandhikharka,Lumbini
Bharatpur Hospital,Chitwan,+977-056-527959,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
B.P. Koirala Memorial Cancer Hospital,Bharatpur,+977-056-523911,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
Chitwan Medical College Teaching Hospital,Bharatpur,+977-056-493403,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
College of Medical Sciences Teaching Hospital,Bharatpur,+977-056-534111,27.6700,84.4400,Chitwan,Bharatpur,Bagmati
Narayani Community Hospital,Bharatpur,+977-056-533333,27.6800,84.4300,Chitwan,Bharatpur,Bagmati
Hetauda Hospital,Makwanpur,+977-057-520155,27.4300,85.0300,Makwanpur,Hetauda,Bagmati
Makwanpur Cooperative Hospital,Hetauda,+977-057-520456,27.4300,85.0300,Makwanpur,Hetauda,Bagmati
Sindhuli District Hospital,Sindhulimadhi,+977-047-520123,27.2500,85.9700,Sindhuli,Sindhulimadhi,Bagmati
Ramechhap District Hospital,Manthali,+977-048-540123,27.3900,86.0600,Ramechhap,Manthali,Bagmati
