place,latitude,longitude,district,accidents,landslide,avalanche,flood,earthquake_damage,hospital,police,fire_station,emergency_risk,natural_disaster_risk,tourism_risk_index,risk_category
Charikot Viewpoint,27.67,86.03,Dolakha,2.0,5.0,0.0,4.0,6.0,10.0,8.0,2.0,55.0,55.0,55.0,MEDIUM
Bhimeshwar Temple,27.67,86.03,Dolakha,1.0,3.0,0.0,4.0,5.0,20.0,15.0,5.0,30.0,35.0,32.0,LOW
Namche Rural Trail,27.8,86.71,Solukhumbu,6.0,14.0,10.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Thyangboche Camp,27.84,86.77,Solukhumbu,7.0,15.0,12.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Khumbu Glacier,27.95,86.85,Solukhumbu,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Nuptse View Point,27.96,86.84,Solukhumbu,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Pumori Base Camp,27.98,86.82,Solukhumbu,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Ama Dablam Base Camp,27.86,86.86,Solukhumbu,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Kongde View,27.78,86.69,Solukhumbu,7.0,15.0,12.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Phaplu Airport,27.52,86.59,Solukhumbu,3.0,5.0,0.0,4.0,6.0,5.0,4.0,1.0,60.0,60.0,60.0,MEDIUM
Salleri Bazaar,27.55,86.59,Solukhumbu,2.0,5.0,0.0,5.0,5.0,10.0,8.0,2.0,55.0,55.0,55.0,MEDIUM
Halesi Mahadev Temple,27.37,86.67,Khotang,2.0,3.0,0.0,5.0,5.0,20.0,15.0,5.0,30.0,35.0,32.0,LOW
Diktel Bazaar,27.21,86.79,Khotang,2.0,5.0,0.0,4.0,6.0,10.0,8.0,2.0,55.0,55.0,55.0,MEDIUM
Temke Danda,27.25,87.0,Bhojpur,5.0,10.0,4.0,3.0,7.0,2.0,1.0,0.0,85.0,80.0,82.0,HIGH
Silichung Peak,27.6,87.0,Sankhuwasabha,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Mera Trail Village,27.65,86.9,Solukhumbu,8.0,17.0,15.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Hinku Valley,27.65,86.9,Solukhumbu,8.0,17.0,15.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Panch Pokhari Sindhupalchok,28.0,85.7,Sindhupalchok,8.0,16.0,13.0,2.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Melamchi Bazaar,27.95,85.58,Sindhupalchok,3.0,4.0,0.0,15.0,5.0,15.0,12.0,3.0,60.0,70.0,65.0,HIGH
Chautara Bazaar,27.78,85.71,Sindhupalchok,2.0,5.0,0.0,5.0,7.0,15.0,12.0,3.0,55.0,60.0,58.0,MEDIUM
Tatopani Border,27.97,85.97,Sindhupalchok,4.0,7.0,0.0,15.0,6.0,10.0,8.0,2.0,75.0,80.0,78.0,HIGH
Jugal Himal,28.2,85.7,Sindhupalchok,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Muktinath Rural Trail,28.82,83.87,Mustang,6.0,10.0,3.0,1.0,8.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Jomsom Rural Valley,28.78,83.73,Mustang,3.0,5.0,0.0,4.0,5.0,40.0,30.0,10.0,25.0,40.0,45.0,MEDIUM
Kobang Village Route,28.7,83.65,Mustang,5.0,9.0,2.0,4.0,7.0,15.0,10.0,3.0,60.0,70.0,72.0,HIGH
Lete Rural Camp,28.65,83.62,Mustang,7.0,11.0,4.0,5.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Tatopani Mustang Trail,28.5,83.6,Mustang,4.0,7.0,0.0,12.0,6.0,25.0,20.0,5.0,45.0,60.0,65.0,HIGH
Kaski Mardi Rural Route,28.7,83.9,Kaski,10.0,15.0,6.0,2.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Mardi Himal Village Camp,28.65,83.9,Kaski,12.0,16.0,8.0,1.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Sikles Rural Trail,28.45,84.05,Kaski,7.0,12.0,3.0,4.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Tansen Rural Heritage,27.87,83.55,Palpa,2.0,4.0,0.0,6.0,4.0,70.0,60.0,20.0,5.0,20.0,25.0,LOW
Ranighat Rural Trail,27.87,83.5,Palpa,3.0,5.0,0.0,8.0,5.0,50.0,40.0,15.0,20.0,35.0,40.0,MEDIUM
Srinagar Hill Rural View,27.88,83.55,Palpa,2.0,3.0,0.0,5.0,3.0,80.0,70.0,25.0,5.0,15.0,20.0,LOW
Ruru Kshetra Trail,27.95,83.45,Gulmi,3.0,6.0,0.0,7.0,5.0,50.0,40.0,15.0,20.0,35.0,40.0,MEDIUM
Dhurbang Rural Route,28.0,83.35,Gulmi,5.0,8.0,0.0,5.0,6.0,30.0,25.0,10.0,35.0,50.0,55.0,MEDIUM
Tamghas Village Trail,28.07,83.25,Gulmi,2.0,4.0,0.0,6.0,4.0,70.0,60.0,20.0,5.0,20.0,25.0,LOW
Resunga Rural Forest,28.08,83.25,Gulmi,4.0,7.0,0.0,5.0,5.0,40.0,30.0,10.0,25.0,40.0,45.0,MEDIUM
Arghakhanchi Supadeurali,28.05,83.1,Arghakhanchi,4.0,7.0,0.0,6.0,5.0,40.0,30.0,10.0,25.0,45.0,50.0,MEDIUM
Khadkawada Rural Route,28.0,83.0,Arghakhanchi,3.0,5.0,0.0,5.0,4.0,60.0,50.0,20.0,10.0,25.0,30.0,LOW
Pyuthan Gothibangla Trail,28.15,82.85,Pyuthan,7.0,11.0,3.0,6.0,7.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Swargadwari Rural Area,28.05,82.85,Pyuthan,3.0,5.0,0.0,8.0,5.0,50.0,40.0,15.0,20.0,35.0,40.0,MEDIUM
Rolpa Dhorpatan Link Trail,28.55,82.7,Rolpa,12.0,16.0,7.0,2.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Thabang Village Route,28.65,82.7,Rolpa,10.0,15.0,6.0,2.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Jaljala Rolpa Camp,28.6,82.6,Rolpa,13.0,17.0,10.0,1.0,9.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Rukum East Putha Trail,28.8,82.65,Rukum East,18.0,20.0,18.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,99.0,HIGH
Maikot Rural Settlement,28.85,82.6,Rukum East,11.0,16.0,7.0,2.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Sisne Himal Route,28.9,82.7,Rukum East,16.0,20.0,15.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Rukum West Dolpo Link,28.95,82.2,Rukum West,9.0,14.0,5.0,5.0,8.0,5.0,5.0,2.0,70.0,80.0,82.0,HIGH
Sani Bheri Village Trail,28.7,82.35,Rukum West,6.0,10.0,3.0,12.0,7.0,10.0,8.0,3.0,65.0,75.0,78.0,HIGH
Jajarkot Nalgad Trail,28.7,82.1,Jajarkot,6.0,10.0,2.0,12.0,7.0,10.0,8.0,3.0,65.0,75.0,78.0,HIGH
Barekot Rural Camp,28.9,82.2,Jajarkot,12.0,16.0,8.0,3.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Kushe Himal Route,28.8,82.25,Jajarkot,8.0,13.0,4.0,3.0,8.0,5.0,5.0,2.0,70.0,80.0,82.0,HIGH
Chharka Rural Valley,29.3,83.0,Dolpa,14.0,18.0,12.0,0.0,10.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Mukot Mountain Camp,29.55,83.2,Dolpa,20.0,20.0,20.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,99.0,HIGH
Dho Tarap Village,29.25,83.0,Dolpa,13.0,17.0,10.0,0.0,9.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Saldang Remote Trail,29.4,83.0,Dolpa,16.0,20.0,15.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Tinje Rural Settlement,29.5,83.15,Dolpa,18.0,20.0,18.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,99.0,HIGH
Shey Gompa Route,29.35,82.95,Dolpa,17.0,20.0,15.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Phoksundo Waterfall Trail,29.18,82.95,Dolpa,9.0,14.0,5.0,2.0,8.0,5.0,5.0,2.0,70.0,80.0,82.0,HIGH
Tarakot Village Camp,29.05,82.25,Dolpa,7.0,12.0,3.0,5.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Dunai Rural Market Area,29.05,82.25,Dolpa,3.0,5.0,0.0,12.0,5.0,30.0,25.0,10.0,40.0,50.0,55.0,MEDIUM
Juphal Airport Trail,29.28,82.2,Dolpa,5.0,8.0,2.0,3.0,7.0,15.0,10.0,3.0,55.0,65.0,68.0,HIGH
Kagbeni Village Route,28.83,83.78,Mustang,4.0,7.0,0.0,2.0,6.0,30.0,25.0,10.0,35.0,50.0,55.0,MEDIUM
Muktinath Temple Trail,28.82,83.87,Mustang,6.0,10.0,3.0,1.0,8.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Lo Manthang Rural Area,29.19,83.95,Mustang,8.0,12.0,4.0,0.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Chhoser Cave Village,29.25,84.0,Mustang,10.0,14.0,6.0,0.0,8.0,0.0,0.0,0.0,100.0,85.0,88.0,HIGH
Yara Village Trail,29.3,83.9,Mustang,15.0,18.0,12.0,0.0,10.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Tangya Remote Camp,29.35,83.85,Mustang,14.0,17.0,10.0,0.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Dhakmar Trail,29.2,83.85,Mustang,9.0,13.0,5.0,0.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Ghami Village,29.18,83.9,Mustang,5.0,8.0,2.0,0.0,6.0,20.0,15.0,5.0,50.0,60.0,65.0,HIGH
Marpha Rural Orchard,28.75,83.69,Mustang,2.0,4.0,0.0,5.0,4.0,70.0,60.0,20.0,5.0,20.0,25.0,LOW
Tukuche Village Trail,28.73,83.69,Mustang,4.0,7.0,0.0,4.0,6.0,30.0,25.0,10.0,35.0,50.0,55.0,MEDIUM
Lete Rural Route,28.65,83.62,Mustang,7.0,11.0,4.0,5.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Tatopani Mountain Trail,28.5,83.6,Mustang,5.0,9.0,2.0,12.0,7.0,15.0,10.0,3.0,60.0,70.0,72.0,HIGH
Sikles Village Trail,28.45,84.05,Kaski,7.0,12.0,3.0,4.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Mardi Himal Base Route,28.65,83.9,Kaski,12.0,16.0,8.0,1.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Kori Rural Viewpoint,28.45,84.1,Kaski,10.0,15.0,6.0,2.0,8.0,5.0,5.0,2.0,75.0,80.0,82.0,HIGH
Lwang Village Homestay,28.4,83.9,Kaski,3.0,5.0,0.0,8.0,5.0,40.0,30.0,10.0,25.0,45.0,50.0,MEDIUM
Ghalegaun Rural Trail,28.3,84.35,Lamjung,4.0,7.0,0.0,6.0,5.0,40.0,30.0,10.0,25.0,40.0,45.0,MEDIUM
Bhujung Village Route,28.25,84.35,Lamjung,5.0,8.0,2.0,5.0,6.0,30.0,25.0,10.0,35.0,50.0,55.0,MEDIUM
Nayagaun Rural Area,28.2,84.3,Lamjung,3.0,5.0,0.0,7.0,5.0,50.0,40.0,15.0,20.0,35.0,40.0,MEDIUM
Trekking Rural Camp Lamjung,28.3,84.4,Lamjung,8.0,12.0,3.0,4.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Manang Tilicho Route,28.67,84.05,Manang,17.0,20.0,15.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Khangsar Village Trail,28.65,84.0,Manang,13.0,17.0,10.0,0.0,9.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Nar Phu Valley Camp,28.85,84.2,Manang,18.0,20.0,18.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,99.0,HIGH
Ngawal Rural Route,28.65,84.1,Manang,9.0,14.0,5.0,0.0,8.0,5.0,5.0,2.0,70.0,80.0,82.0,HIGH
Pisak Village Trail,28.6,84.0,Manang,11.0,15.0,7.0,0.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Mustang Border Camp,29.5,83.9,Mustang,19.0,20.0,18.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,99.0,HIGH
Ghandruk Rural Trail,28.37,83.8,Kaski,5.0,8.0,2.0,5.0,6.0,30.0,25.0,10.0,35.0,50.0,55.0,MEDIUM
Landruk Village Route,28.35,83.82,Kaski,4.0,7.0,0.0,6.0,5.0,40.0,30.0,10.0,25.0,40.0,45.0,MEDIUM
Tadapani Forest Trail,28.4,83.75,Kaski,6.0,10.0,3.0,4.0,7.0,15.0,10.0,3.0,60.0,70.0,72.0,HIGH
Khopra Rural Ridge,28.45,83.7,Myagdi,12.0,16.0,8.0,1.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Mohare Danda Trail,28.45,83.6,Myagdi,8.0,12.0,4.0,3.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Poon Hill Rural Route,28.4,83.69,Myagdi,4.0,7.0,0.0,4.0,6.0,30.0,25.0,10.0,35.0,50.0,55.0,MEDIUM
Dhorpatan Rural Camp,28.3,83.0,Baglung,9.0,14.0,5.0,5.0,8.0,5.0,5.0,2.0,70.0,80.0,82.0,HIGH
Taman Rural Village,28.4,83.0,Baglung,5.0,9.0,2.0,6.0,7.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Galkot Rural Trail,28.22,83.42,Baglung,3.0,5.0,0.0,8.0,5.0,50.0,40.0,15.0,20.0,35.0,40.0,MEDIUM
Bungamati Heritage Area,27.62,85.29,Lalitpur,1.0,1.0,0.0,3.0,5.0,45.0,35.0,10.0,10.0,15.0,12.0,LOW
Khokana Heritage Village,27.61,85.28,Lalitpur,1.0,0.0,0.0,4.0,5.0,40.0,35.0,10.0,15.0,20.0,17.0,LOW
Godavari Botanical Garden,27.59,85.39,Lalitpur,1.0,1.0,0.0,3.0,4.0,40.0,30.0,8.0,15.0,15.0,15.0,LOW
Phulchoki Hill,27.58,85.39,Lalitpur,6.0,12.0,2.0,3.0,7.0,3.0,2.0,1.0,75.0,70.0,73.0,HIGH
Champadevi Hill,27.62,85.25,Lalitpur,4.0,8.0,1.0,3.0,6.0,8.0,5.0,2.0,60.0,60.0,60.0,MEDIUM
Nagarkot View Tower,27.72,85.52,Bhaktapur,2.0,3.0,0.0,3.0,5.0,40.0,35.0,10.0,15.0,20.0,17.0,LOW
Changunarayan Temple,27.72,85.43,Bhaktapur,1.0,2.0,0.0,3.0,5.0,35.0,30.0,8.0,20.0,20.0,20.0,LOW
Bhaktapur Durbar Square,27.671,85.4298,Bhaktapur,1.0,0.0,0.0,3.0,8.0,80.0,70.0,20.0,10.0,25.0,18.0,LOW
Suryabinayak Forest,27.66,85.44,Bhaktapur,3.0,6.0,1.0,4.0,6.0,20.0,15.0,5.0,45.0,50.0,48.0,MEDIUM
Shivapuri National Park,27.8,85.38,Kathmandu,5.0,10.0,2.0,5.0,7.0,20.0,15.0,5.0,70.0,65.0,68.0,HIGH
Sundarijal Waterfall,27.78,85.41,Kathmandu,3.0,5.0,0.0,10.0,4.0,25.0,20.0,5.0,50.0,55.0,52.0,MEDIUM
Kakani Viewpoint,27.8,85.25,Nuwakot,3.0,7.0,1.0,3.0,6.0,15.0,10.0,3.0,55.0,60.0,58.0,MEDIUM
Nuwakot Durbar,27.92,85.16,Nuwakot,1.0,2.0,0.0,4.0,7.0,20.0,15.0,5.0,30.0,40.0,35.0,LOW
Langtang National Park Gate,28.0,85.35,Rasuwa,6.0,14.0,8.0,2.0,9.0,0.0,0.0,0.0,95.0,90.0,93.0,HIGH
Dhunche Village,28.11,85.3,Rasuwa,4.0,10.0,5.0,2.0,8.0,3.0,2.0,1.0,80.0,85.0,82.0,HIGH
Syabrubesi,28.17,85.37,Rasuwa,5.0,12.0,6.0,3.0,8.0,2.0,2.0,0.0,85.0,85.0,85.0,HIGH
Gosaikunda Lake,28.083,85.415,Rasuwa,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Lauribina Pass,28.09,85.42,Rasuwa,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Kyanjin Ri,28.21,85.57,Rasuwa,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Tamang Heritage Route,28.25,85.35,Rasuwa,6.0,14.0,10.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Balthali Village,27.55,85.57,Kavrepalanchok,2.0,4.0,0.0,3.0,5.0,20.0,15.0,5.0,30.0,30.0,30.0,LOW
Dhulikhel Hiking Trail,27.62,85.54,Kavrepalanchok,2.0,5.0,0.0,4.0,5.0,25.0,20.0,5.0,35.0,40.0,38.0,MEDIUM
Panauti Museum Area,27.58,85.52,Kavrepalanchok,1.0,0.0,0.0,5.0,5.0,30.0,25.0,8.0,20.0,25.0,22.0,LOW
Kushadevi Village,27.58,85.65,Kavrepalanchok,3.0,6.0,1.0,4.0,6.0,10.0,8.0,2.0,60.0,60.0,60.0,MEDIUM
Tindhare Waterfall,27.55,85.7,Kavrepalanchok,4.0,8.0,1.0,8.0,5.0,8.0,5.0,1.0,70.0,75.0,73.0,HIGH
Namobuddha Stupa,27.57,85.58,Kavrepalanchok,1.0,1.0,0.0,3.0,5.0,30.0,25.0,8.0,20.0,20.0,20.0,LOW
Dolalghat River Area,27.63,85.62,Kavrepalanchok,4.0,1.0,0.0,18.0,3.0,8.0,6.0,2.0,80.0,80.0,80.0,HIGH
Indrasarovar Lake,27.58,85.16,Makwanpur,3.0,1.0,0.0,12.0,3.0,15.0,10.0,3.0,55.0,60.0,58.0,MEDIUM
Kulekhani Dam,27.59,85.15,Makwanpur,2.0,0.0,0.0,10.0,3.0,20.0,15.0,5.0,45.0,50.0,48.0,MEDIUM
Chitlang Village,27.62,85.2,Makwanpur,2.0,4.0,0.0,3.0,6.0,15.0,12.0,3.0,40.0,45.0,42.0,MEDIUM
Daman View Tower,27.6,85.13,Makwanpur,4.0,10.0,3.0,3.0,7.0,8.0,5.0,1.0,70.0,75.0,73.0,HIGH
Sim Bhanjyang,27.58,85.1,Makwanpur,5.0,12.0,5.0,2.0,8.0,5.0,4.0,1.0,80.0,85.0,82.0,HIGH
Markhu Village,27.59,85.16,Makwanpur,2.0,3.0,0.0,10.0,5.0,15.0,10.0,3.0,50.0,60.0,55.0,MEDIUM
Palung Valley,27.58,85.12,Makwanpur,3.0,7.0,1.0,4.0,7.0,10.0,8.0,2.0,65.0,70.0,68.0,HIGH
Kulekhani Reservoir,27.59,85.15,Makwanpur,3.0,0.0,0.0,15.0,3.0,10.0,8.0,2.0,65.0,65.0,65.0,HIGH
Tistung Village,27.65,85.08,Makwanpur,3.0,8.0,2.0,4.0,7.0,5.0,4.0,1.0,70.0,75.0,73.0,HIGH
Hetauda Botanical Garden,27.43,85.03,Makwanpur,1.0,0.0,0.0,8.0,2.0,50.0,40.0,10.0,10.0,25.0,18.0,LOW
Martyr Memorial Park,27.43,85.03,Makwanpur,1.0,0.0,0.0,5.0,2.0,45.0,35.0,10.0,10.0,20.0,15.0,LOW
Bharatpur Lake Area,27.68,84.43,Chitwan,2.0,0.0,0.0,10.0,2.0,60.0,45.0,15.0,20.0,35.0,28.0,LOW
Chitwan Elephant Breeding Center,27.58,84.44,Chitwan,3.0,0.0,0.0,8.0,2.0,40.0,30.0,10.0,30.0,35.0,32.0,LOW
Sauraha Jungle Safari,27.58,84.5,Chitwan,5.0,0.0,0.0,12.0,3.0,35.0,25.0,8.0,45.0,50.0,48.0,MEDIUM
Rapti River Chitwan,27.58,84.45,Chitwan,5.0,0.0,0.0,18.0,3.0,20.0,15.0,5.0,70.0,75.0,73.0,HIGH
Kasara Buffer Zone,27.53,84.35,Chitwan,4.0,0.0,0.0,10.0,2.0,15.0,10.0,3.0,50.0,45.0,48.0,MEDIUM
Bishazari Lake,27.62,84.45,Chitwan,2.0,0.0,0.0,12.0,2.0,35.0,25.0,8.0,35.0,45.0,40.0,MEDIUM
Devghat Dham,27.8,84.43,Tanahun,2.0,1.0,0.0,10.0,4.0,30.0,25.0,8.0,35.0,45.0,40.0,MEDIUM
Bandipur Bazaar,27.94,84.41,Tanahun,1.0,3.0,0.0,4.0,5.0,30.0,25.0,8.0,20.0,30.0,25.0,LOW
Siddha Cave,27.95,84.41,Tanahun,4.0,7.0,0.0,3.0,5.0,10.0,8.0,2.0,55.0,55.0,55.0,MEDIUM
Dhorpatan Hunting Reserve Trail,28.3,83.0,Baglung,12.0,16.0,8.0,2.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Bhujikot Rural Viewpoint,28.25,83.45,Baglung,4.0,7.0,0.0,6.0,5.0,40.0,30.0,10.0,25.0,40.0,45.0,MEDIUM
Nishi Rural Valley,28.35,82.9,Baglung,8.0,13.0,4.0,5.0,8.0,5.0,5.0,2.0,70.0,80.0,82.0,HIGH
Tara Rural Village Trail,28.4,82.95,Baglung,6.0,10.0,3.0,4.0,7.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Myagdi Ghorepani Route,28.4,83.69,Myagdi,5.0,8.0,2.0,5.0,6.0,20.0,15.0,5.0,50.0,65.0,68.0,HIGH
Dana Rural Hot Spring,28.52,83.65,Myagdi,3.0,6.0,0.0,12.0,5.0,40.0,30.0,10.0,25.0,45.0,50.0,MEDIUM
Tatopani Myagdi Trail,28.5,83.6,Myagdi,4.0,8.0,0.0,15.0,6.0,30.0,25.0,10.0,40.0,55.0,60.0,MEDIUM
Beni Rural Riverside,28.35,83.55,Myagdi,2.0,4.0,0.0,20.0,4.0,70.0,60.0,20.0,5.0,25.0,30.0,LOW
Kali Gandaki Rural Camp,28.45,83.65,Myagdi,7.0,11.0,3.0,10.0,7.0,10.0,8.0,3.0,65.0,75.0,78.0,HIGH
Rupa Rural Lake Trail,28.15,84.1,Kaski,2.0,3.0,0.0,10.0,3.0,80.0,70.0,25.0,5.0,20.0,25.0,LOW
Begnas Rural Area,28.15,84.1,Kaski,2.0,4.0,0.0,12.0,4.0,70.0,60.0,20.0,5.0,25.0,30.0,LOW
Panchase Forest Route,28.23,83.9,Kaski,5.0,9.0,2.0,5.0,7.0,20.0,15.0,5.0,50.0,65.0,68.0,HIGH
Australian Camp Rural Trail,28.33,83.83,Kaski,3.0,6.0,0.0,5.0,5.0,50.0,40.0,15.0,20.0,35.0,40.0,MEDIUM
Dhampus Village Route,28.32,83.82,Kaski,2.0,4.0,0.0,6.0,4.0,70.0,60.0,20.0,5.0,20.0,25.0,LOW
Machhapuchhre Rural Camp,28.55,84.0,Kaski,14.0,18.0,12.0,0.0,10.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Tamang Heritage Rural Trail,28.18,85.35,Rasuwa,10.0,15.0,6.0,2.0,8.0,5.0,5.0,2.0,75.0,80.0,82.0,HIGH
Thuman Rural Trail,28.25,85.38,Rasuwa,8.0,13.0,4.0,3.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Nagthali View Camp,28.25,85.4,Rasuwa,12.0,16.0,8.0,1.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Kyangjin Gompa Trail,28.21,85.57,Rasuwa,16.0,20.0,15.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Helambu Rural Route,28.02,85.6,Sindhupalchok,7.0,12.0,3.0,5.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Panch Pokhari Trail,28.0,85.7,Sindhupalchok,15.0,18.0,10.0,1.0,9.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Jugal Himal Camp,28.2,85.7,Sindhupalchok,17.0,20.0,15.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Melamchi Rural Route,28.12,85.58,Sindhupalchok,5.0,9.0,2.0,15.0,7.0,20.0,15.0,5.0,50.0,65.0,68.0,HIGH
Bhotang Village Trail,28.05,85.7,Sindhupalchok,11.0,16.0,7.0,2.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Nuwakot Kakani Trail,27.8,85.25,Nuwakot,2.0,4.0,0.0,5.0,4.0,70.0,60.0,20.0,5.0,20.0,25.0,LOW
Ruby Valley Rural Trail,28.15,85.05,Dhading,14.0,18.0,10.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Ganesh Himal Camp,28.3,85.0,Dhading,16.0,20.0,15.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Sertung Rural Trail,28.25,85.08,Dhading,8.0,13.0,4.0,3.0,8.0,5.0,5.0,2.0,70.0,80.0,82.0,HIGH
Jwalamukhi Rural Route,28.0,84.9,Dhading,3.0,5.0,0.0,12.0,5.0,50.0,40.0,15.0,20.0,35.0,40.0,MEDIUM
Chitlang Village Trail,27.65,85.2,Makwanpur,3.0,5.0,0.0,5.0,4.0,60.0,50.0,20.0,10.0,25.0,30.0,LOW
Kulekhani Rural Camp,27.58,85.15,Makwanpur,5.0,8.0,0.0,15.0,6.0,30.0,25.0,10.0,40.0,60.0,65.0,HIGH
Daman Rural Viewpoint,27.6,85.08,Makwanpur,4.0,7.0,0.0,6.0,5.0,40.0,30.0,10.0,25.0,45.0,50.0,MEDIUM
Chepang Hills Trail,27.7,84.95,Chitwan,8.0,12.0,3.0,10.0,7.0,15.0,10.0,3.0,60.0,70.0,72.0,HIGH
Siraichuli Rural Route,27.75,84.95,Chitwan,7.0,11.0,3.0,8.0,6.0,20.0,15.0,5.0,50.0,65.0,68.0,HIGH
Devghat Rural Heritage,27.7,84.43,Tanahun,2.0,4.0,0.0,15.0,4.0,70.0,60.0,20.0,5.0,20.0,25.0,LOW
Panchase Tanahun Route,28.0,84.3,Tanahun,4.0,7.0,0.0,6.0,5.0,40.0,30.0,10.0,25.0,40.0,45.0,MEDIUM
Sirubari Homestay Trail,28.05,83.85,Syangja,2.0,4.0,0.0,5.0,4.0,70.0,60.0,20.0,5.0,20.0,25.0,LOW
Pumdi Bhumdi Village,28.15,83.9,Kaski,2.0,3.0,0.0,4.0,5.0,25.0,20.0,5.0,30.0,35.0,32.0,LOW
World Peace Pagoda,28.2,83.95,Kaski,2.0,2.0,0.0,3.0,5.0,45.0,35.0,10.0,15.0,20.0,17.0,LOW
Devi's Fall,28.19,83.96,Kaski,4.0,0.0,0.0,8.0,3.0,50.0,40.0,10.0,30.0,35.0,32.0,LOW
Gupteshwor Cave,28.19,83.96,Kaski,3.0,0.0,0.0,5.0,3.0,40.0,35.0,10.0,20.0,25.0,22.0,LOW
