name,amenity,tourism,office,emergency,phone,email,website,opening_hours,operator,brand,addr:street,addr:city,addr:postcode,latitude,longitude
Ministry of Home Affairs,Not Available,Not Available,government,Not Available,+977-1-4211257,Not Available,Not Available,Su-Fr 10:00-17:00,Not Available,Not Available,Not Available,Not Available,Not Available,27.697234307382512,85.32620420224936
Ministry of Agriculture,Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.69496292039805,85.32570899230141
Hotel Woodland,Not Available,hotel,Not Available,Not Available,+97714220540;9851189285,reservation@hotelwoodlandktm.com,http://www.hotelwoodlandktm.com,24/7,Not Available,Not Available,Not Available,Not Available,Not Available,27.709721407035442,85.31663725794112
Yak & Yeti,Not Available,hotel,Not Available,Not Available,+97714248999,dsm@yakandyeti.com.np,https://www.yakandyeti.com/,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.711504954029294,85.31997171041226
Panchadev Ayurved Kendra,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,Not Available,27.71216005632279,85.3448454251791
Illam Pachthar Hotel and Lodge,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,Not Available,27.71228044553665,85.34540575020888
Big Tree Hostel,Not Available,hotel,Not Available,Not Available,+977 984-4014896;+977 981 0084506,Not Available,https://bigtree-hostel.business.site/,Not Available,Not Available,Not Available,Pipalbote Marg,Kathmandu,44600,27.716749924908594,85.30764617984165
Not Available,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.694343649999997,85.28505545
Department of Plant Resources,Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.688554681891276,85.32035101467089
Omkareshwor Girls Hostel,Not Available,hostel,Not Available,Not Available,01-4107967,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.689047919947775,85.34301890557495
Mata Pathivara Girls Hostel,Not Available,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.69748154393532,85.33809222175431
Samyak Diagnostic Private Limited,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.697976842090252,85.33785997783079
Not Available,Not Available,camp_site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.72387505653564,85.36170088914551
Not Available,Not Available,camp_site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.72379781791342,85.36879657831005
Not Available,Not Available,camp_site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.722634639280436,85.36940969138668
Prime Bank Limited,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.719086888064677,85.35006506780357
"Nepal Investment Bank, Chabahil",bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.719134286539344,85.35010963728274
sunrise bank private ltd.,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10:00-16:00,private,Not Available,ram shah path,Not Available,Not Available,27.7038096,85.32231855
Sakura hotel,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.716076992080563,85.31169703380384
Shangri-la Boutique Hotel,Not Available,hotel,Not Available,Not Available,97714250188,info@shangri-laboutiquehotel.com,https://www.shangri-laboutiquehotel.com/,24/7,Mr.Keshab Karki,Not Available,Amrit Marg,Kathmandu,44600,27.7134738112868,85.31345560553846
Hotel Backpackers INN,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Hotel Indigo,Not Available,Not Available,Not Available,27.713468151451096,85.31355524236513
Nepal Health Research Council,Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6957169722923,85.3200395413836
Hotel Manaslu,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.719337401146586,85.32153532758181
Motherland Hospital,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,24/7,private,Not Available,Sinamangal Marga,Kathmandu Municipality,Not Available,27.6893265065088,85.35991616490367
Not Available,Not Available,camp_site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.723208620711855,85.36139513263078
Hardik Hotel,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,24/7,private,Not Available,Not Available,Not Available,Not Available,27.70560043849681,85.3197063610316
Ministry of Information and Communications,Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.695830466463246,85.32745812855502
Rastriya Banijaya Bank Ltd,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10:00-17:00,public,Not Available,maitidevi,Not Available,Not Available,27.703158300000002,85.33552705
citizen's bank int. ltd.,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,private,Not Available,maitidevi,Not Available,Not Available,27.703413894162694,85.33503447661546
Prabhu bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10:00-19:00,private,Not Available,Not Available,Not Available,Not Available,27.7037155,85.32230455000001
Not Available,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.70820130314534,85.31795746503398
Valley Maternity Nursing Home,hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,24/7,private,Not Available,Not Available,Not Available,Not Available,27.705300649999995,85.3226483
Satya Sai Palace,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.70652133846985,85.34970148570794
Cherry,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,https://www.facebook.com/pages/Cherry-Guesthouse/180387228720512,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.713247802464856,85.31016888150211
Hotel Moonlight Kathmandu,Not Available,hotel,Not Available,Not Available,"+977-1-4380452, 4380636, 4383566",hotelmoonlight@gmail.com,https://www.hotelmoonlight.com/,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.716972796043265,85.3085385825055
Hotel Hiranya,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,06:00-21:00,private,Not Available,uttak dhoka,Not Available,Not Available,27.7187704036818,85.3202115796443
Nepal Food Corporation,Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.693366500155168,85.31971329625925
Department of Roads Project Directorate,Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.720242242018664,85.33508312139664
Kathmandu Eco Hotel,Not Available,hotel,Not Available,Not Available,+977 14440195,kathmanduecohotel@gmail.com,https://www.kathmanduecohotel.com/,Not Available,kathmandu eco hotel pvt.Ltd,Not Available,Not Available,Not Available,Not Available,27.716377220515028,85.31181448001955
Hotel Laligurans,Not Available,hotel,Not Available,Not Available,+977-01-4378755,Not Available,Not Available,Not Available,Not Available,Not Available,Bansbari Road,Kathmandu,00977,27.74536739254317,85.34162406425044
"Nepal Telecom, Chauni",Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.70500420161567,85.29075338995081
Nepal Investment Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10:00-15:00,private,Not Available,Old Baneshwor Road,kathmandu,Not Available,27.690715465283787,85.33630789509992
Hotel Le Himalaya,Not Available,hotel,Not Available,Not Available,+977-1-4439888,info@lehimalaya.com,http://www.lehimalaya.com/,Not Available,private,Not Available,Not Available,kathamandu 2,Not Available,27.723011174386993,85.3209044685258
